"","FILENAME","FRAME","TIME_MINS","PERIOD","PERIOD_TIME_MINS","LENGTH_MM","PRECISION","RMS_1_MM","RMS_2_MM","RANGE_MM","DIRECTION_DEG","HORZ_DIR_DEG","VERT_DIR_DEG","MID_X_MM","MID_Y_MM","MID_Z_MM","OPCODE","TAPE_READER","DEPTH_NOT_USED","TRIP_COMMENT","YEAR","DIVE_NO","TRANSECT_NO","USER_DEF_4","USER_DEF_5","USER_DEF_6","USER_DEF_7","USER_DEF_8","FAMILY","GENUS","SPECIES","CODE","SPECIMEN_NUMBER","STAGE","ACTIVITY","CHECK_ID","SPECIES_COMMENT","USER_DEF_ATTR"
"764","2012_6747_2_SL.avi",39876,38.6252,NA,NA,NA,36,7.167,NA,4020.587,26.584,NA,NA,1517.023,889.275,-3615.654,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,51,NA,NA,NA,NA,NA
"765","2012_6747_2_SL.avi",41364,39.4527,NA,NA,NA,67,14.5,NA,5650.376,24.985,NA,NA,1728.514,1534.292,-5156.058,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,52,NA,NA,NA,NA,NA
"766","2012_6747_2_SL.avi",42024,39.8197,NA,NA,NA,17,6.712,NA,2677.306,25.262,NA,NA,-957.935,-675.059,-2407.202,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish",NA,NA,NA,53,NA,NA,NA,NA,NA
"767","2012_6747_2_SL.avi",43318,40.5393,NA,NA,NA,17,7.84,NA,3060.77,11.486,NA,NA,-606.822,-8.342,-3000.002,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,54,NA,NA,NA,NA,NA
"768","2012_6747_2_SL.avi",43688,40.7451,NA,NA,NA,42,5.458,NA,4556.448,23.774,NA,NA,-1018.055,1438.149,-4201.966,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,55,NA,NA,NA,NA,NA
"769","2012_6747_2_SL.avi",44390,41.1355,NA,NA,NA,4,1.796,NA,1335.805,23.042,NA,NA,-183.755,462.729,-1239.552,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish",NA,NA,NA,56,NA,NA,NA,NA,NA
"770","2012_6747_2_SL.avi",44547,41.2228,NA,NA,NA,15,5.905,NA,2648.129,21.552,NA,NA,963.503,-187.383,-2459.5,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,57,NA,NA,NA,NA,NA
"771","2012_6747_2_SL.avi",45643,41.8323,NA,NA,NA,28,4.171,NA,3683.835,21.362,NA,NA,-1023.626,793.062,-3448.751,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,58,NA,NA,NA,NA,NA
"772","2012_6747_2_SL.avi",46628,42.38,NA,NA,NA,10,4.019,NA,2265.997,15.079,NA,NA,570.095,-197.415,-2184.207,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,59,NA,NA,NA,NA,NA
"773","2012_6747_2_SL.avi",47647,42.9467,NA,NA,NA,29,2.723,NA,3873.976,22.553,NA,NA,654.62,1256.009,-3605.774,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,60,NA,NA,NA,NA,NA
"774","2012_6747_2_SL.avi",47856,43.0629,NA,NA,NA,33,7.577,NA,4256.452,19.115,NA,NA,-534.632,1199.783,-4048.712,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,61,NA,NA,NA,NA,NA
"775","2012_6747_2_SL.avi",49037,43.7197,NA,NA,NA,32,12.64,NA,3686.54,26.631,NA,NA,-1478.533,666.414,-3310.651,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,62,NA,NA,NA,NA,NA
"776","2012_6747_2_SL.avi",49866,44.1807,NA,NA,NA,39,9.066,NA,4018.128,31.423,NA,NA,1683.652,1171.919,-3455.036,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,63,NA,NA,NA,NA,NA
"777","2012_6747_2_SL.avi",50181,44.3559,NA,NA,NA,30,7.332,NA,3816.416,21.384,NA,NA,-1176.871,665.366,-3568.934,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,64,NA,NA,NA,NA,NA
"778","2012_6747_2_SL.avi",50581,44.5783,NA,NA,NA,29,2.801,NA,3526.306,26.436,NA,NA,-1283.769,834.96,-3176.415,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,65,NA,NA,NA,NA,NA
"779","2012_6747_2_SL.avi",50678,44.6323,NA,NA,NA,21,3.448,NA,3252.438,18.609,NA,NA,-756.069,644.054,-3097.08,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,66,NA,NA,NA,NA,NA
"780","2012_6747_2_SL.avi",51375,45.0199,NA,NA,NA,17,1.773,NA,3075.575,12.955,NA,NA,-587.269,296.262,-3004.414,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,67,NA,NA,NA,NA,NA
"781","2012_6747_2_SL.avi",51801,45.2568,NA,NA,NA,37,12.017,NA,4464.824,17.899,NA,NA,-829.925,1000.443,-4271.415,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,68,NA,NA,NA,NA,NA
"782","2012_6747_2_SL.avi",52245,45.5037,NA,NA,NA,18,0.506,NA,3233.375,12.883,NA,NA,60.592,649.897,-3166.808,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","tiger",148,148,69,NA,NA,NA,NA,NA
"783","2012_6747_2_SL.avi",52314,45.5421,NA,NA,NA,21,7.275,NA,3485.783,12.879,NA,NA,25.377,702.712,-3414.123,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,70,NA,NA,NA,NA,NA
"784","2012_6747_2_SL.avi",53193,46.0309,NA,NA,NA,7,1.633,NA,1938.012,11.307,NA,NA,198.073,-365.391,-1892.921,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,71,"AD","Fish moving quickly into frame",NA,"no length-washed out/bad orientat",NA
"785","2012_6747_2_SL.avi",54250,46.6187,NA,NA,NA,23,0.543,NA,3552.895,13.276,NA,NA,-707.791,330.8,-3465.929,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,72,NA,NA,NA,NA,NA
"786","2012_6747_2_SL.avi",54262,46.6254,NA,NA,NA,8,0.097,NA,1940.529,21.599,NA,NA,686.661,-235.896,-1799.584,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,73,NA,NA,NA,NA,NA
"787","2012_6747_2_SL.avi",55019,47.0463,NA,NA,NA,9,2.867,NA,2256.597,13.257,NA,NA,117.096,456.356,-2206.866,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,75,NA,NA,NA,NA,NA
"788","2012_6747_2_SL.avi",55501,47.3144,NA,NA,NA,15,3.499,NA,2746.101,20.899,NA,NA,629.874,694.49,-2581.088,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,76,NA,NA,NA,NA,NA
"789","2012_6747_2_SL.avi",56101,47.6481,NA,NA,NA,9,3.881,NA,2044.644,23.012,NA,NA,650.94,-504.536,-1871.44,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,77,NA,NA,NA,NA,NA
"790","2012_6747_2_SL.avi",57099,48.2031,NA,NA,NA,42,5.217,NA,4508.856,23.552,NA,NA,-1169.552,1280.543,-4161.988,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,78,NA,NA,NA,NA,NA
"791","2012_6747_2_SL.avi",57190,48.2537,NA,NA,NA,15,0.741,NA,2692.598,21.666,NA,NA,-990.55,29.668,-2503.6,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,79,NA,NA,NA,NA,NA
"792","2012_6747_2_SL.avi",58132,48.7775,NA,NA,NA,11,7.687,NA,2584.36,7.093,NA,NA,289.826,77.979,-2566.873,1,"Jenny Stahl",0,NA,2012,6747,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,80,NA,NA,NA,NA,NA
"793","2012_6748_2_SL.avi",1038,17.027,NA,NA,NA,22,6.506,NA,3656.34,10.152,NA,NA,83.921,560.831,-3612.098,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,2,NA,NA,NA,NA,NA
"794","2012_6748_2_SL.avi",6085,19.8337,NA,NA,NA,89,4.151,NA,5990.453,27.48,NA,NA,-2735.201,284.162,-5321.978,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,3,NA,NA,NA,NA,NA
"795","2012_6748_2_SL.avi",7123,20.4109,NA,NA,NA,11,3.175,NA,2480.3,5.438,NA,NA,-235.037,-49.787,-2468.637,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,4,NA,NA,NA,NA,NA
"796","2012_6748_2_SL.avi",8830,21.3602,NA,NA,NA,14,8.418,NA,2602.844,20.756,NA,NA,901.755,-246.895,-2429.131,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,5,NA,NA,NA,NA,NA
"797","2012_6748_2_SL.avi",9202,21.5671,NA,NA,NA,7,1.472,NA,1692.593,29.358,NA,NA,590.643,550.782,-1487.498,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,6,NA,NA,NA,NA,NA
"798","2012_6748_2_SL.avi",224,16.5743,NA,NA,NA,7,5.424,NA,1752.815,24.634,NA,NA,-579.647,-479.151,-1583.283,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,15,NA,NA,NA,NA,NA
"799","2012_6748_2_SL.avi",14802,24.6813,NA,NA,NA,28,1.684,NA,4067.204,12.664,NA,NA,298.014,754.18,-3985.543,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,16,NA,NA,NA,NA,NA
"800","2012_6748_2_SL.avi",17800,26.3485,NA,NA,NA,20,3.545,NA,3262.646,17.111,NA,NA,-896.396,275.87,-3124.937,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","dusky",172,172,17,NA,NA,NA,NA,NA
"801","2012_6748_2_SL.avi",23444,29.4872,NA,NA,NA,28,0.255,NA,3943.458,14.753,NA,NA,-623.786,704.139,-3829.614,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,18,NA,NA,NA,NA,NA
"802","2012_6748_2_SL.avi",26078,30.952,NA,NA,NA,14,2.507,NA,2933.424,5.142,NA,NA,-46.855,195.307,-2926.54,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,19,NA,NA,NA,NA,NA
"803","2012_6748_2_SL.avi",30670,33.5056,NA,NA,NA,49,7.36,NA,4491.141,27.8,NA,NA,-1856.499,883.621,-3992.865,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,20,NA,NA,NA,NA,NA
"804","2012_6748_2_SL.avi",34765,35.7829,NA,NA,251.746,13,0.104,0.122,1897.795,11.256,44.217,29.434,-357.79,-136.227,-1858.778,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,21,"JV","Fish milling",NA,NA,NA
"805","2012_6748_2_SL.avi",34536,35.6555,NA,NA,NA,31,3.296,NA,4071.908,16.779,NA,NA,-822.672,754.972,-3915.823,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,21,"JV","Fish milling",NA,NA,NA
"806","2012_6748_2_SL.avi",38650,37.9434,NA,NA,NA,12,8.389,NA,2548.563,13.674,NA,NA,-442.038,-462.942,-2466.873,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"halibut","halibut",200,200,22,NA,NA,NA,NA,NA
"807","2012_6748_2_SL.avi",38651,37.9439,NA,NA,463.793,12,1.193,0.131,2526.755,18.05,2.135,3.488,-664.575,-465.79,-2392.879,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"halibut","halibut",200,200,22,NA,NA,NA,NA,NA
"808","2012_6748_2_SL.avi",39227,38.2643,NA,NA,NA,15,0.48,NA,2459.555,28.622,NA,NA,-1045.826,-589.266,-2146.724,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,23,NA,NA,NA,NA,NA
"809","2012_6748_2_SL.avi",41589,39.5778,NA,NA,NA,86,2.277,NA,5677.687,29.065,NA,NA,-2658.594,627.067,-4977.429,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,24,"AD","Fish milling",NA,"no length-RMS too high edge FOV",NA
"810","2012_6748_2_SL.avi",55221,47.1587,NA,NA,NA,21,7.537,NA,3534.153,11.782,NA,NA,-3.578,646.469,-3474.522,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,25,NA,NA,NA,NA,NA
"811","2012_6748_2_SL.avi",58436,48.9466,NA,NA,NA,30,5.639,NA,4063.722,15.238,NA,NA,-742.215,682.932,-3936.567,1,"Jenny Stahl",0,NA,2012,6748,2,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,26,NA,NA,NA,NA,NA
"812","2012_6748_3_SL.avi",1422,17.2405,NA,NA,NA,14,3.617,NA,2422.685,27.277,NA,NA,-1042.705,334.707,-2161.051,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,1,NA,NA,NA,NA,NA
"813","2012_6748_3_SL.avi",2249,17.7004,NA,NA,NA,31,4.488,NA,4105.973,14.73,NA,NA,-944.409,358.777,-3979.747,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,2,NA,NA,NA,NA,NA
"814","2012_6748_3_SL.avi",3473,18.3811,NA,NA,NA,32,8.69,NA,4201.418,14.661,NA,NA,984.264,314.233,-4072.394,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,3,NA,NA,NA,NA,NA
"815","2012_6748_3_SL.avi",7376,20.5516,NA,NA,NA,25,0.828,NA,3865.579,12.491,NA,NA,83.287,749.906,-3791.227,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,4,NA,NA,NA,NA,NA
"816","2012_6748_3_SL.avi",8972,21.4392,NA,NA,NA,36,3.211,NA,4032.446,25.984,NA,NA,1507.726,842.11,-3643.931,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,5,NA,NA,NA,NA,NA
"817","2012_6748_3_SL.avi",9514,21.7406,NA,NA,NA,28,3.212,NA,3897.336,15.738,NA,NA,-789.23,621.843,-3765.588,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish",NA,NA,NA,6,NA,NA,NA,"washed out",NA
"818","2012_6748_3_SL.avi",11224,22.6915,NA,NA,NA,23,2.959,NA,3677.251,9.916,NA,NA,485.797,327.653,-3630.265,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,7,NA,NA,NA,NA,NA
"819","2012_6748_3_SL.avi",16111,25.4092,NA,NA,NA,10,3.516,NA,2195.294,18.044,NA,NA,649.698,-245.815,-2082.494,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,8,NA,NA,NA,NA,NA
"820","2012_6748_3_SL.avi",16781,25.7818,NA,NA,NA,35,8.031,NA,4258.383,18.786,NA,NA,1271.038,427.315,-4041.743,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,10,NA,NA,NA,NA,NA
"821","2012_6748_3_SL.avi",18666,26.8301,NA,NA,NA,11,0.683,NA,2188.244,22.554,NA,NA,-820.354,-221.143,-2016.563,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","dusky",172,172,11,NA,NA,NA,NA,NA
"822","2012_6748_3_SL.avi",20002,27.573,NA,NA,NA,37,4.169,NA,4141.505,25.25,NA,NA,1484.522,876.28,-3765.686,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,12,NA,NA,NA,NA,NA
"823","2012_6748_3_SL.avi",21304,28.2971,NA,NA,NA,68,5.251,NA,5391.991,30.626,NA,NA,2141.45,1619.405,-4676.033,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish",NA,NA,NA,13,NA,NA,NA,"probably dusky",NA
"824","2012_6748_3_SL.avi",23875,29.7269,NA,NA,NA,23,6.596,NA,3417.025,17.906,NA,NA,-879.859,503.499,-3263.188,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,14,NA,NA,NA,NA,NA
"825","2012_6748_3_SL.avi",26834,31.3724,NA,NA,NA,20,5.417,NA,3397.363,12.971,NA,NA,-467.086,530.916,-3322.956,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,150,NA,NA,NA,NA,NA
"826","2012_6748_3_SL.avi",29718,32.9762,NA,NA,NA,13,6.335,NA,2816.3,8.461,NA,NA,-285.443,239.944,-2791.504,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,151,NA,NA,NA,NA,NA
"827","2012_6748_3_SL.avi",33649,35.1623,NA,NA,NA,20,0.643,NA,2907.006,26.831,NA,NA,-1311.936,-78.316,-2592.947,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,152,NA,NA,NA,NA,NA
"828","2012_6748_3_SL.avi",35283,36.071,NA,NA,NA,7,4.335,NA,1788.269,20.829,NA,NA,-592.294,-267.515,-1665.992,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,153,NA,NA,NA,NA,NA
"829","2012_6748_3_SL.avi",40272,38.8454,NA,NA,NA,3,7.063,NA,1272.557,13.095,NA,NA,284.796,18.094,-1240.147,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish",NA,NA,NA,154,NA,NA,NA,NA,NA
"830","2012_6748_3_SL.avi",40264,38.8409,NA,NA,NA,41,11.748,NA,5013.623,5.904,NA,NA,-293.105,-532.256,-4976.667,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,155,NA,NA,NA,NA,NA
"831","2012_6748_3_SL.avi",44377,41.1282,NA,NA,NA,10,4.907,NA,2221.012,16.976,NA,NA,-570.213,-354.814,-2117.04,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,156,"AD","Fish seeking cover",NA,"no length-under rock",NA
"832","2012_6748_3_SL.avi",45908,41.9796,NA,NA,NA,13,0.745,NA,2653.797,12.167,NA,NA,-384.929,349.508,-2602.367,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,157,NA,NA,NA,NA,NA
"833","2012_6748_3_SL.avi",46550,42.3367,NA,NA,NA,29,13.973,NA,4042.923,15.734,NA,NA,-338.319,958.215,-3913.13,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,158,NA,NA,NA,NA,NA
"834","2012_6748_3_SL.avi",53041,45.9464,NA,NA,556.003,25,8.855,2.068,3003.767,7.222,26.505,2.897,326.982,124.218,-2983.332,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,159,"AD","Fish actively swimming within frame",NA,NA,NA
"835","2012_6748_3_SL.avi",52903,45.8696,NA,NA,NA,50,3.123,NA,5285.01,16.764,NA,NA,632.981,1276.736,-5089.264,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,159,"AD","Fish actively swimming within frame",NA,NA,NA
"836","2012_6748_3_SL.avi",55546,47.3394,NA,NA,NA,21,4.205,NA,3286.851,17.159,NA,NA,812.489,461.165,-3151.282,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,160,NA,NA,NA,NA,NA
"837","2012_6748_3_SL.avi",58715,49.1017,NA,NA,NA,9,3.382,NA,1974.107,24.598,NA,NA,-707.082,-457.41,-1785.472,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,161,NA,NA,NA,NA,NA
"838","2012_6748_3_SL.avi",63201,51.5964,NA,NA,NA,25,2.398,NA,3492.406,21.878,NA,NA,1286.658,125.109,-3244.343,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,162,NA,NA,NA,NA,NA
"839","2012_6748_3_SL.avi",65716,52.9951,NA,NA,NA,76,25.709,NA,5414.855,30.319,NA,NA,-2226.346,1484.325,-4707.527,1,"Jenny Stahl",0,NA,2012,6748,3,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,163,NA,NA,NA,NA,NA
"840","2012_6749_1_SL.avi",3366,1.8719,NA,NA,NA,29,2.511,NA,3741.112,20.681,NA,NA,-1185.328,507.606,-3511.873,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,1,NA,NA,NA,NA,NA
"841","2012_6749_1_SL.avi",3766,2.0943,NA,NA,NA,4,0.171,NA,1477.851,12.75,NA,NA,-296.418,-167.253,-1438.126,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,2,NA,NA,NA,NA,NA
"842","2012_6749_1_SL.avi",8031,4.4661,NA,NA,NA,21,3.135,NA,3525.323,12.49,NA,NA,-149.794,672.772,-3457.289,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,3,NA,NA,NA,NA,NA
"843","2012_6749_1_SL.avi",8972,4.9894,NA,NA,NA,49,0.098,NA,5510.332,11.801,NA,NA,-77.691,1007.148,-5416.953,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,4,NA,NA,NA,NA,NA
"844","2012_6749_1_SL.avi",10265,5.7085,NA,NA,NA,56,9.931,NA,5068.28,24.347,NA,NA,-1601.106,1242.106,-4645.546,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,5,NA,NA,NA,NA,NA
"845","2012_6749_1_SL.avi",10767,5.9876,NA,NA,NA,27,9.104,NA,4048.003,12.698,NA,NA,153.351,790.695,-3967.066,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,6,NA,NA,NA,NA,NA
"846","2012_6749_1_SL.avi",14200,7.8968,NA,NA,NA,24,8.039,NA,3931.373,2.98,NA,NA,-172.38,24.649,-3927.515,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,7,NA,NA,NA,NA,NA
"847","2012_6749_1_SL.avi",14822,8.2427,NA,NA,NA,14,6.987,NA,2687.195,21.244,NA,NA,-227.435,892.269,-2524.509,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,8,NA,NA,NA,NA,NA
"848","2012_6749_1_SL.avi",14925,8.2999,NA,NA,NA,38,3.198,NA,4452.94,19.057,NA,NA,1384.987,351.013,-4217.496,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,9,NA,NA,NA,NA,NA
"849","2012_6749_1_SL.avi",14933,8.3044,NA,NA,NA,35,1.941,NA,4277.928,19.078,NA,NA,1346.528,289.165,-4050.175,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,10,NA,NA,NA,NA,NA
"850","2012_6749_1_SL.avi",16741,9.3098,NA,NA,NA,14,7.89,NA,2750.445,16.804,NA,NA,-475.859,579.858,-2646.181,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,11,NA,NA,NA,NA,NA
"851","2012_6749_1_SL.avi",17806,9.9021,NA,NA,NA,44,6.52,NA,4716.88,19.567,NA,NA,-1358.439,709.801,-4460.917,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,12,NA,NA,NA,NA,NA
"852","2012_6749_1_SL.avi",20536,11.4203,NA,NA,NA,26,6.593,NA,3642.886,18.478,NA,NA,882.237,669.717,-3470.412,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,13,NA,NA,NA,NA,NA
"853","2012_6749_1_SL.avi",22746,12.6493,NA,NA,NA,21,2.298,NA,3485.612,11.961,NA,NA,-186.765,623.748,-3424.259,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,14,NA,NA,NA,NA,NA
"854","2012_6749_1_SL.avi",23431,13.0302,NA,NA,NA,28,3.323,NA,3809.761,17.626,NA,NA,1081.704,322.124,-3638.74,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,15,NA,NA,NA,NA,NA
"855","2012_6749_1_SL.avi",24692,13.7315,NA,NA,NA,35,0.077,NA,4404.346,18.755,NA,NA,351.851,1280.99,-4199.23,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,16,NA,NA,NA,NA,NA
"856","2012_6749_1_SL.avi",30772,17.1126,NA,NA,NA,11,1.693,NA,2374.118,17.325,NA,NA,488.731,-559.877,-2254.799,1,"Kristen Green",0,NA,2012,6749,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,17,NA,NA,NA,NA,NA
