Filename,Frame,Time (HMS),Seconds,Period,Period time (HMS),Image row,Image col,OpCode,TapeReader,Depth,Comment,Year,Dive,Transect Number,,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Start_End,Comment,Event Time HH:MM:SS
SL_2018SSEO_Dive_20_09-31-15.000.avi,91164,10:21:56,37316,,,394,678,QC,amy,,,2018,20,,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,END,,10:21:56
SL_2018SSEO_Dive_21_10-59-57.000.avi,143,11:00:07,39607,,,551,799,QC,amy,,,2018,21,,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,START,,11:00:07
SL_2018SSEO_Dive_21_10-59-57.000.avi,74393,11:41:22,42082,,,551,803,QC,amy,,,2018,21,,,,,,,Good,Good Going Forward,GGF,GGF,2,AD,Passing,END,,11:41:22
SL_2018SSEO_Dive_22_14-16-23.000.avi,232,14:16:36,51396,,,410,705,QC,amy,,,2018,22,,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,START,,14:16:36
SL_2018SSEO_Dive_22_14-16-23.000.avi,17259,14:26:03,51963,,,551,799,QC,amy,,,2018,22,,,,,,,Bad,loitering in same area,BLA,BLA,2,AD,Passing,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,17597,14:26:15,51975,,,420,469,QC,amy,,,2018,22,,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,14:26:14
SL_2018SSEO_Dive_22_14-16-23.000.avi,33698,14:35:11,52511,,,551,799,QC,amy,,,2018,22,,,,,,,Bad,loitering in same area,BLA,BLA,4,AD,Passing,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,33898,14:35:18,52518,,,551,799,QC,amy,,,2018,22,,,,,,,Good,Good Going Forward,GGF,GGF,5,AD,Passing,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,45498,14:41:45,52905,,,551,799,QC,amy,,,2018,22,,,,,,,Bad,loitering in same area,BLA,BLA,6,AD,Passing,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,45731,14:41:52,52912,,,551,799,QC,amy,,,2018,22,,,,,,,Good,Good Going Forward,GGF,GGF,7,AD,Passing,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,47166,14:42:40,52960,,,561,579,QC,amy,,,2018,22,,,,,,,Bad,loitering in same area,BLA,BLA,8,AD,Passing,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,47556,14:42:53,52973,,,372,899,QC,amy,,,2018,22,,,,,,,Good,Good Going Forward,GGF,GGF,9,AD,Passing,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,48900,14:43:38,53018,,,336,672,QC,amy,,,2018,22,,,,,,,Bad,loitering in same area,BLA,BLA,10,AD,Passing,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,49294,14:43:51,53031,,,551,799,QC,amy,,,2018,22,,,,,,,Good,Good Going Forward,GGF,GGF,11,AD,Passing,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,65920,14:53:05,53585,,,417,714,QC,amy,,,2018,22,,,,,,,Bad,loitering in same area,BLA,BLA,12,AD,Passing,,,
SL_2018SSEO_Dive_22_14-16-23.000.avi,66432,14:53:22,53602,,,437,506,QC,amy,,,2018,22,,,,,,,Good,Good Going Forward,GGF,GGF,13,AD,Passing,,,14:53:22
SL_2018SSEO_Dive_22_14-16-23.000.avi,71740,14:56:19,53779,,,551,799,QC,amy,,,2018,22,,,,,,,Good,Good Going Forward,GGF,GGF,14,AD,Passing,END,,14:56:19
SL_2018SSEO_Dive_23_15-28-33.000.avi,597,15:32:38,55958,,,618,656,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,1,AD,Passing,START,,15:32:38
SL_2018SSEO_Dive_23_15-28-33.000.avi,4372,15:34:44,56084,,,676,746,QC,amy,,,2018,23,,,,,,,Bad,loitering in same area,BLA,BLA,2,AD,Passing,,,
SL_2018SSEO_Dive_23_15-28-33.000.avi,4755,15:34:56,56096,,,551,799,QC,amy,,,2018,23,,,,,,,Good,Good Going Forward,GGF,GGF,3,AD,Passing,,,
