Filename,Frame,Time (HMS),Period,Period time (HMS),Image row,Image col,OpCode,Tape Reader,Depth,Comment,Year,Dive,Transect Number,Family,Genus,Species,Code,Number,Stage,Activity,Start_End,Comment,Event Time HH:MM:SS
SL_2017EYKT_Dive_36_08-23-44.000.avi,64311,8:59:30,,,239,340,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,38,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,67941,9:01:31,,,221,320,QC,Amy,,,2017,36,1,Bad,loitering in same area,BLA,BLA,39,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,68702,9:01:56,,,253,325,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,40,AD,Passing,,see bottom in belly,
SL_2017EYKT_Dive_36_08-23-44.000.avi,69148,9:02:11,,,230,319,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,41,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,69421,9:02:20,,,236,319,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,42,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,69949,9:02:38,,,236,321,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,43,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,71389,9:03:26,,,214,319,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,44,AD,Passing,,see bottom in belly,
SL_2017EYKT_Dive_36_08-23-44.000.avi,71721,9:03:37,,,162,264,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,45,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,77784,9:06:59,,,250,327,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,46,AD,Passing,,see bottom in belly,
SL_2017EYKT_Dive_36_08-23-44.000.avi,78256,9:07:15,,,220,320,QC,Amy,,,2017,36,1,Bad,lost bottom visual,BLB,BLB,47,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,78644,9:07:27,,,252,307,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,48,AD,Passing,,see bottom in belly,
SL_2017EYKT_Dive_36_08-23-44.000.avi,78789,9:07:32,,,225,324,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,49,AD,Passing,,,
SL_2017EYKT_Dive_36_08-23-44.000.avi,85347,9:11:11,,,237,314,QC,Amy,,,2017,36,1,Good,Good Going Forward,GGF,GGF,50,AD,Passing,End,times are still off,9:11:14
