Event,DIVE_NO,SECONDS,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
71751,cseo_29,51612,442289.77,6319772.96,239.9,-1.15,2.86,442273.96,6319786.31,79,172,227.11,4.09,-30.94
71752,cseo_29,51613,442289.26,6319772.97,240.7,0,5.73,442273.96,6319786.31,79,173,227.11,4.04,-32.09
71753,cseo_29,51614,442288.66,6319773.16,241.5,0,7.45,442273.96,6319786.31,79,171,227.11,4.09,-33.8
71754,cseo_29,51615,442288.25,6319772.8,240.9,-1.72,6.3,442273.96,6319786.31,79,168,227.11,4.06,-30.94
71755,cseo_29,51616,442287.84,6319772.43,239.3,-1.72,3.44,442273.96,6319786.31,79,170,227.11,3.89,-33.23
71756,cseo_29,51617,442287.53,6319772.07,238,-0.57,1.15,442273.96,6319786.31,79,170,227.11,3.53,-33.23
71757,cseo_29,51618,442287.22,6319771.51,237.8,-0.57,1.15,442273.96,6319786.31,79,169,227.11,3.47,-32.09
71758,cseo_29,51619,442286.51,6319771.34,238.2,-1.72,4.58,442273.96,6319786.31,79,170,227.11,3.53,-32.09
71759,cseo_29,51620,442285.8,6319771.35,238.6,-0.57,7.45,442273.96,6319786.31,79,171,227.11,3.67,-30.94
71760,cseo_29,51621,442285.4,6319771.35,238.5,1.15,6.88,442273.96,6319786.31,79,172,227.11,3.64,-30.94
71761,cseo_29,51622,442285.08,6319770.8,237.1,-0.57,4.01,442273.96,6319786.31,79,172,227.11,3.64,-30.94
71762,cseo_29,51623,442284.77,6319770.25,235,-2.86,1.72,442273.96,6319786.31,79,173,227.11,3.36,-29.22
71763,cseo_29,51624,442284.57,6319769.88,234.2,-2.29,1.15,442273.96,6319786.31,79,173,227.11,3.47,-29.79
71764,cseo_29,51625,442284.06,6319769.89,235,0,4.01,442273.96,6319786.31,79,174,227.11,3.53,-29.79
71765,cseo_29,51626,442283.25,6319769.9,235.9,0,8.02,442273.96,6319786.31,79,173,227.11,3.36,-28.07
71766,cseo_29,51627,442282.54,6319769.91,235.6,-1.72,9.17,442273.96,6319786.31,78,173,227.11,3.22,-26.93
71767,cseo_29,51628,442282.33,6319769.35,233.2,-2.29,5.16,442273.96,6319786.31,78,171,227.11,3.41,-28.07
71768,cseo_29,51629,442282.32,6319768.8,231.4,-1.72,0.57,442273.96,6319786.31,78,171,227.11,3.44,-28.07
71769,cseo_29,51630,442282.02,6319768.62,230.9,-0.57,0,442273.96,6319786.31,78,171,227.11,3.61,-29.79
71770,cseo_29,51631,442281.31,6319768.44,231.3,-1.72,3.44,442273.96,6319786.31,78,171,227.11,3.39,-29.22
71771,cseo_29,51632,442280.7,6319768.45,232,-1.72,6.88,442273.96,6319786.31,78,172,227.11,3.24,-30.94
71772,cseo_29,51633,442280.39,6319768.27,232.1,-0.57,7.45,442273.96,6319786.31,78,172,227.11,3.16,-30.94
71773,cseo_29,51634,442280.19,6319768.09,231.2,-1.15,5.16,442273.96,6319786.31,78,172,227.11,3.58,-29.22
71774,cseo_29,51635,442280.18,6319767.53,229.4,-2.29,2.29,442273.96,6319786.31,78,172,227.11,3.58,-29.22
71775,cseo_29,51636,442280.18,6319767.16,228.4,-1.72,0.57,442273.96,6319786.31,78,171,227.11,4.26,-29.22
71776,cseo_29,51637,442279.97,6319767.16,228.8,-1.15,2.86,442258.15,6319760.2,76.2,171,221.5,4.57,-30.94
71777,cseo_29,51638,442279.47,6319767.17,230.1,-2.29,6.3,442258.15,6319760.2,78,172,221.5,4.32,-32.09
71778,cseo_29,51639,442278.96,6319767.17,230.5,-2.29,8.59,442258.15,6319760.2,78,173,221.5,4.2,-29.22
71779,cseo_29,51640,442278.76,6319767.18,229.5,-0.57,6.88,442258.15,6319760.2,78,173,221.5,4.46,-30.94
71780,cseo_29,51641,442279.06,6319766.8,227.8,0.57,1.72,442258.15,6319760.2,78,173,221.5,4.04,-33.8
71781,cseo_29,51642,442279.36,6319766.43,227.2,-1.15,-0.57,442258.15,6319760.2,78,174,221.5,3.92,-33.23
71782,cseo_29,51643,442279.16,6319766.62,227.7,-3.44,2.29,442258.15,6319760.2,78,173,221.5,3.78,-33.23
71783,cseo_29,51644,442278.65,6319766.81,228.6,-4.01,6.3,442258.15,6319760.2,78,175,221.5,3.61,-33.23
71784,cseo_29,51645,442278.45,6319767,229,-0.57,7.45,442254.88,6319754.66,79,176,220.71,3.61,-33.23
71785,cseo_29,51646,442278.45,6319766.81,228.5,1.72,5.73,442254.88,6319754.66,79,177,220.71,3.61,-32.09
71786,cseo_29,51647,442278.44,6319766.25,227.7,-1.15,3.44,442254.88,6319754.66,79,178,220.71,3.64,-33.23
71787,cseo_29,51648,442278.44,6319766.07,227.4,-2.86,1.72,442254.88,6319754.66,79,178,220.71,3.64,-33.23
71788,cseo_29,51649,442278.34,6319766.07,227.2,-1.72,2.29,442254.88,6319754.66,79,178,220.71,3.75,-32.09
71789,cseo_29,51650,442278.14,6319766.07,227.6,-0.57,4.01,442254.88,6319754.66,79,177,220.71,3.41,-30.94
71790,cseo_29,51651,442277.73,6319766.08,228,-1.15,6.3,442254.88,6319754.66,79,177,220.71,3.24,-32.09
71791,cseo_29,51652,442277.42,6319765.9,228.1,-1.72,6.3,442254.88,6319754.66,79,177,220.71,3.13,-30.94
71792,cseo_29,51653,442277.32,6319765.53,227.9,-1.15,4.58,442254.88,6319754.66,79,177,220.71,3.22,-33.23
71793,cseo_29,51654,442277.11,6319765.16,226.9,-1.15,2.86,442254.88,6319754.66,79,177,220.71,3.16,-33.23
71794,cseo_29,51655,442276.9,6319764.79,226.2,-0.57,1.72,442254.88,6319754.66,79,178,220.71,3.33,-30.94
71795,cseo_29,51656,442276.6,6319764.61,226.5,-0.57,2.86,442254.88,6319754.66,79,178,220.71,3.7,-29.79
71796,cseo_29,51657,442276.09,6319764.43,227,-1.72,5.73,442254.88,6319754.66,79,180,220.71,3.78,-29.79
71797,cseo_29,51658,442275.58,6319764.07,227,-2.29,6.88,442254.88,6319754.66,79,181,220.71,3.75,-30.94
71798,cseo_29,51659,442275.27,6319763.7,226.5,0,5.16,442254.88,6319754.66,79,181,220.71,3.75,-32.09
71799,cseo_29,51660,442275.06,6319763.33,225.4,0.57,2.86,442254.88,6319754.66,79,181,220.71,3.75,-32.09
71800,cseo_29,51661,442274.95,6319762.59,224.4,-1.72,1.15,442254.88,6319754.66,79,181,220.71,3.75,-29.79
71801,cseo_29,51662,442274.54,6319762.04,224.2,-3.44,2.86,442254.88,6319754.66,79,180,220.71,4.15,-30.94
71802,cseo_29,51664,442274.03,6319761.86,224.9,-1.15,5.16,442254.88,6319754.66,79,179,220.71,3.98,-29.79
71803,cseo_29,51665,442273.52,6319761.68,226,2.29,6.88,442248.02,6319746.49,79,179,216.55,4.01,-29.79
71804,cseo_29,51666,442273.11,6319761.5,226,0.57,6.88,442248.02,6319746.49,78,180,216.55,3.98,-30.94
71805,cseo_29,51667,442272.91,6319761.14,224.6,-3.44,4.58,442248.02,6319746.49,78,181,216.55,3.92,-29.79
71806,cseo_29,51668,442272.89,6319760.39,222.9,-4.01,1.15,442245.62,6319745.75,78,180,220.56,4.18,-30.94
71807,cseo_29,51669,442272.59,6319760.03,222.3,-0.57,0.57,442245.62,6319745.75,79,180,220.56,3.87,-29.79
71808,cseo_29,51670,442271.98,6319759.85,223.1,1.15,3.44,442245.62,6319745.75,78,182,220.56,3.78,-29.79
71809,cseo_29,51671,442271.26,6319759.49,224.5,0,7.45,442245.62,6319745.75,78,183,220.56,3.98,-29.79
71810,cseo_29,51672,442270.75,6319759.12,224.8,-1.15,8.02,442245.62,6319745.75,78,184,220.56,3.81,-30.94
71811,cseo_29,51673,442270.54,6319758.39,223.3,-2.29,4.58,442245.62,6319745.75,78,183,220.56,3.47,-29.79
71812,cseo_29,51674,442270.53,6319757.46,221.8,-2.29,1.15,442245.62,6319745.75,78,183,220.56,3.47,-29.79
71813,cseo_29,51675,442270.31,6319756.72,221.6,0.57,0.57,442245.62,6319745.75,78,183,220.56,3.41,-29.79
71814,cseo_29,51676,442269.7,6319756.36,222.2,1.72,3.44,442245.62,6319745.75,78,184,220.56,3.55,-29.79
71815,cseo_29,51677,442269.09,6319755.99,223.1,-0.57,6.88,442245.62,6319745.75,78,183,220.56,3.44,-28.07
71816,cseo_29,51678,442268.58,6319755.44,223.6,-2.29,8.59,442245.62,6319745.75,78,183,220.56,3.33,-29.22
71817,cseo_29,51679,442268.26,6319754.89,223.4,-0.57,6.3,442245.62,6319745.75,78,184,220.56,3.19,-29.79
71818,cseo_29,51680,442268.15,6319754.15,222.3,0.57,2.86,442245.62,6319745.75,78,183,220.56,2.99,-28.07
71819,cseo_29,51681,442267.84,6319753.41,221.5,-1.15,1.15,442245.62,6319745.75,78,183,220.56,3.13,-28.07
71820,cseo_29,51682,442267.32,6319752.68,222.1,-2.29,2.29,442242.01,6319741.86,78,183,218.65,3.61,-28.07
71821,cseo_29,51683,442266.71,6319752.32,222.6,-0.57,4.58,442242.01,6319741.86,78,183,218.65,3.78,-28.07
71822,cseo_29,51684,442266.3,6319751.76,223,0,6.3,442242.01,6319741.86,78,183,218.65,4.23,-28.07
71823,cseo_29,51685,442265.88,6319751.21,223.7,0,6.3,442242.01,6319741.86,78,183,218.65,3.98,-29.22
71824,cseo_29,51686,442265.67,6319750.66,224.1,0.57,4.58,442242.01,6319741.86,78,184,218.65,3.47,-29.79
71825,cseo_29,51687,442265.46,6319750.11,223.8,0,2.86,442242.01,6319741.86,78,184,218.65,3.47,-29.79
71826,cseo_29,51688,442265.15,6319749.18,223.3,-2.29,2.29,442242.01,6319741.86,78,184,218.65,3.36,-30.94
71827,cseo_29,51689,442264.83,6319748.44,223.3,-2.29,2.86,442242.01,6319741.86,78,184,218.65,3.16,-30.94
71828,cseo_29,51690,442264.42,6319747.89,224.7,1.72,4.01,442240.28,6319738.33,78,184,217.74,3.05,-29.79
71829,cseo_29,51691,442263.81,6319747.35,226.1,3.44,6.88,442240.28,6319738.33,78,185,217.74,3.19,-30.94
71830,cseo_29,51692,442263.3,6319746.98,227.4,1.72,7.45,442240.28,6319738.33,78,186,217.74,3.39,-29.22
71831,cseo_29,51693,442262.98,6319746.24,227.7,-1.72,5.16,442240.28,6319738.33,78,186,217.74,3.24,-29.22
71832,cseo_29,51694,442262.77,6319745.32,226.3,-3.44,1.72,442240.28,6319738.33,78,185,217.74,3.19,-29.22
71833,cseo_29,51695,442262.55,6319744.39,226.1,0,0,442240.28,6319738.33,78,186,217.74,3.16,-29.79
71834,cseo_29,51696,442262.14,6319743.84,228,2.86,2.29,442240.28,6319738.33,78,187,217.74,3.13,-28.07
71835,cseo_29,51697,442261.32,6319743.48,230.2,1.72,6.88,442236.86,6319738.15,78,189,218.72,3.16,-32.09
71836,cseo_29,51698,442260.81,6319742.93,231.7,0,9.17,442236.86,6319738.15,77,189,218.72,2.99,-30.94
71837,cseo_29,51699,442260.6,6319742.38,231.9,0,6.88,442236.86,6319738.15,77,189,218.72,2.76,-33.23
71838,cseo_29,51700,442260.38,6319741.46,230.8,-1.15,2.29,442236.86,6319738.15,77,189,218.72,2.76,-33.23
71839,cseo_29,51701,442260.07,6319740.72,230.4,-0.57,0,442236.86,6319738.15,77,190,218.72,2.54,-33.8
71840,cseo_29,51702,442259.66,6319739.98,231.7,1.15,1.15,442236.86,6319738.15,77,189,218.72,2.79,-33.23
71841,cseo_29,51703,442259.04,6319739.62,233.9,2.86,5.16,442236.86,6319738.15,78,190,218.72,2.88,-32.09
71842,cseo_29,51704,442258.23,6319739.63,235.9,2.29,8.59,442236.86,6319738.15,78,190,218.72,3.1,-30.94
71843,cseo_29,51705,442257.82,6319739.08,236.3,0,8.02,442232.48,6319735.09,78,189,219.81,3.36,-30.94
71844,cseo_29,51706,442257.71,6319738.15,235.5,-0.57,4.01,442232.48,6319735.09,78,188,219.81,3.1,-30.94
71845,cseo_29,51707,442257.6,6319737.6,234.7,1.15,0,442232.48,6319735.09,78,188,219.81,3.27,-33.23
71846,cseo_29,51708,442256.88,6319737.05,235.1,1.15,1.15,442234.03,6319733.51,78,189,216.94,3.41,-33.23
71847,cseo_29,51709,442256.07,6319736.69,236.6,0,4.58,442234.03,6319733.51,78,189,216.94,3.24,-32.09
71848,cseo_29,51710,442255.46,6319736.51,237.6,1.72,6.3,442234.03,6319733.51,78,188,216.94,3.36,-30.94
71849,cseo_29,51711,442255.05,6319736.15,238.3,2.29,6.88,442234.03,6319733.51,78,188,216.94,3.33,-33.23
71850,cseo_29,51712,442254.33,6319735.42,238.3,-0.57,5.73,442234.03,6319733.51,77,188,216.94,3.41,-30.94
71851,cseo_29,51713,442253.71,6319734.5,237.1,-1.15,2.86,442234.03,6319733.51,77,188,216.94,3.41,-30.94
71852,cseo_29,51714,442253.4,6319733.95,236.3,2.29,1.15,442234.03,6319733.51,77,188,216.94,4.12,-29.22
71853,cseo_29,51715,442252.89,6319733.58,237,2.86,2.29,442234.03,6319733.51,78,188,216.94,3.92,-29.22
71854,cseo_29,51716,442252.07,6319733.22,238.7,0,6.3,442230.43,6319732.88,77,188,224.59,3.84,-29.79
71855,cseo_29,51717,442251.46,6319733.04,239.6,-0.57,8.02,442230.43,6319732.88,78,188,224.59,3.95,-29.22
71856,cseo_29,51718,442250.95,6319732.68,239.2,0.57,6.88,442230.43,6319732.88,78,187,224.59,3.72,-29.22
71857,cseo_29,51719,442250.54,6319732.13,238,1.72,3.44,442228.33,6319730.22,78,186,226.75,3.47,-29.79
71858,cseo_29,51720,442250.23,6319731.58,237.2,1.15,0.57,442228.33,6319730.22,78,186,226.75,3.19,-32.09
71859,cseo_29,51721,442249.71,6319731.03,237.7,-1.15,1.15,442228.33,6319730.22,77,185,226.75,3.41,-32.09
71860,cseo_29,51722,442249.1,6319730.85,238.9,-1.72,4.58,442229.77,6319730.65,78,186,228.51,3.72,-32.09
