Event,DIVE_NO,SECONDS,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
6439,cseo_3,59416,469106.43,6278920.07,161.5,-1.15,8.02,469103.02,6278911.83,101,117,158.92,3.3,-32.09
6440,cseo_3,59417,469106.53,6278920.07,162,2.29,8.02,469103.02,6278911.83,102,116,158.92,3.3,-32.09
6441,cseo_3,59418,469106.84,6278919.88,160,1.15,4.58,469103.02,6278911.83,101,116,158.92,3.24,-33.23
6442,cseo_3,59419,469107.45,6278919.69,158.5,-2.86,1.15,469106.97,6278906.87,99.4,118,143.69,2.96,-33.23
6443,cseo_3,59420,469107.96,6278919.87,156.4,-3.44,-1.15,469106.97,6278906.87,101,118,143.69,2.79,-32.09
6444,cseo_3,59421,469107.76,6278919.69,156,0,1.15,469106.97,6278906.87,101,118,143.69,3.22,-30.94
6445,cseo_3,59422,469107.14,6278919.14,156.4,0.57,5.73,469106.97,6278906.87,102,118,143.69,3.98,-30.94
6446,cseo_3,59423,469107.24,6278918.58,156.8,-2.86,7.45,469106.97,6278906.87,102,117,143.69,3.95,-30.94
6447,cseo_3,59424,469107.75,6278918.39,156.2,-3.44,4.58,469109.58,6278905.11,99.8,117,149.17,3.64,-33.23
6448,cseo_3,59425,469108.16,6278918.39,154.5,0,0.57,469109.58,6278905.11,102,117,149.17,3.72,-33.23
6449,cseo_3,59426,469108.56,6278918.2,152.5,0.57,0,469109.58,6278905.11,102,117,149.17,3.67,-33.23
6450,cseo_3,59427,469108.87,6278917.83,151.6,-1.72,2.29,469108.11,6278906.03,102,118,148.28,3.36,-33.23
6451,cseo_3,59428,469108.97,6278917.45,152.3,-1.72,5.16,469108.11,6278906.03,102,118,148.28,3.13,-33.8
6452,cseo_3,59429,469109.07,6278917.27,152.6,0,5.73,469108.11,6278906.03,102,118,148.28,3.13,-33.8
6453,cseo_3,59430,469109.17,6278917.27,151.6,0.57,5.16,469108.11,6278906.03,102,118,148.28,3.05,-34.95
6454,cseo_3,59431,469109.37,6278916.89,150.4,-1.15,4.01,469108.11,6278906.03,102,118,148.28,2.74,-34.95
6455,cseo_3,59432,469109.47,6278916.71,149.3,-2.86,2.29,469108.11,6278906.03,102,119,148.28,2.93,-37.24
6456,cseo_3,59433,469110.09,6278916.7,148.7,-4.58,0,469108.11,6278906.03,102,119,148.28,2.93,-37.82
6457,cseo_3,59434,469111,6278916.7,148.8,-3.44,-1.15,469108.11,6278906.03,102,118,148.28,2.88,-33.8
6458,cseo_3,59435,469111.21,6278916.88,149.2,2.29,0.57,469112.56,6278906.35,102,118,130.31,2.99,-33.23
6459,cseo_3,59436,469111.1,6278916.32,150,2.29,6.88,469112.56,6278906.35,102,118,130.31,3.19,-34.95
6460,cseo_3,59437,469110.69,6278915.4,150.6,-2.29,12.03,469112.56,6278906.35,102,118,130.31,3.05,-33.8
6461,cseo_3,59439,469110.48,6278915.03,150,-4.01,9.17,469112.63,6278900.35,102,117,149.27,3.24,-33.23
6462,cseo_3,59440,469111.3,6278915.21,148,-3.44,-1.72,469112.63,6278900.35,102,117,149.27,3.13,-32.09
6463,cseo_3,59441,469112.74,6278915.76,145.9,-1.72,-9.74,469112.63,6278900.35,102,117,149.27,3.07,-33.23
6464,cseo_3,59442,469113.45,6278915.75,145,-1.15,-6.3,469112.63,6278900.35,102,118,149.27,3.3,-33.23
6465,cseo_3,59443,469113.14,6278914.64,146.9,-1.15,5.73,469112.63,6278900.35,102,118,149.27,3.3,-33.23
6466,cseo_3,59444,469112.62,6278913.9,150.6,1.72,13.75,469112.63,6278900.35,103,118,149.27,3.44,-32.09
6467,cseo_3,59445,469112.52,6278913.9,152,2.86,12.03,469112.63,6278900.35,103,117,149.27,3.36,-33.23
6468,cseo_3,59446,469113.24,6278914.27,149.8,-2.29,4.01,469112.63,6278900.35,102,116,149.27,3.19,-33.23
6469,cseo_3,59447,469114.57,6278914.63,146.8,-6.88,-5.73,469114.41,6278898.12,103,115,146.86,2.79,-33.23
6470,cseo_3,59448,469115.39,6278914.99,146.3,-4.01,-7.45,469114.41,6278898.12,103,115,146.86,3.19,-34.95
6471,cseo_3,59449,469115.08,6278914.44,148.4,1.15,-0.57,469114.41,6278898.12,103,116,146.86,3.3,-34.95
6472,cseo_3,59450,469114.66,6278913.52,150.9,0.57,8.59,469115.43,6278905.01,103,118,128.07,3.47,-34.95
6473,cseo_3,59451,469114.96,6278912.77,152.9,-2.29,10.89,469115.43,6278905.01,103,118,128.07,3.05,-34.95
6474,cseo_3,59452,469115.58,6278913.14,153.6,0,6.3,469115.43,6278905.01,103,119,128.07,3.05,-34.95
6475,cseo_3,59453,469116.29,6278913.13,152.2,0,0.57,469119.13,6278897.08,103,119,132.99,3.07,-34.95
6476,cseo_3,59454,469116.8,6278912.76,150.3,-2.29,0,469119.13,6278897.08,103,118,132.99,2.85,-36.1
6477,cseo_3,59455,469116.69,6278912.2,150,-1.15,1.72,469119.13,6278897.08,103,118,132.99,2.85,-36.1
6478,cseo_3,59456,469116.59,6278911.65,151,0.57,4.01,469118.33,6278899.11,100.8,117,129.73,2.9,-33.8
6479,cseo_3,59457,469116.89,6278911.27,151.6,-0.57,4.58,469118.33,6278899.11,103,117,129.73,3.02,-33.8
6480,cseo_3,59458,469117.61,6278911.45,150.9,-2.29,2.29,469118.33,6278899.11,103,117,129.73,2.76,-34.95
6481,cseo_3,59459,469118.12,6278911.26,150.6,-2.86,2.86,469119.26,6278896.79,103,117,129.34,3.02,-36.1
6482,cseo_3,59460,469118.22,6278910.71,151,-1.72,4.58,469119.26,6278896.79,103,117,129.34,2.99,-36.1
6483,cseo_3,59461,469118.32,6278910.33,151.5,1.15,4.58,469119.26,6278896.79,103,117,129.34,2.74,-34.95
6484,cseo_3,59462,469118.62,6278910.15,150.6,2.29,2.86,469119.26,6278896.79,104,118,129.34,2.51,-36.1
6485,cseo_3,59463,469119.03,6278910.14,149.4,-1.15,2.29,469119.26,6278896.79,104,118,129.34,2.65,-34.95
6486,cseo_3,59464,469119.13,6278909.59,148.9,-4.58,4.01,469119.26,6278896.79,104,118,129.34,3.27,-36.1
6487,cseo_3,59465,469119.13,6278909.4,149.2,-2.29,3.44,469119.26,6278896.79,104,118,129.34,3.64,-33.23
6488,cseo_3,59466,469119.64,6278909.4,149.7,0,1.72,469121.95,6278894.81,104,117,129.76,3.47,-36.1
6489,cseo_3,59467,469119.94,6278908.84,149.8,0,2.86,469121.95,6278894.81,104,117,129.76,3.22,-37.82
6490,cseo_3,59468,469120.04,6278908.28,149.3,-0.57,4.01,469121.95,6278894.81,104,117,129.76,3.22,-37.82
6491,cseo_3,59469,469120.34,6278908.09,149.1,-1.15,3.44,469121.95,6278894.81,104,117,129.76,2.85,-37.24
6492,cseo_3,59470,469120.96,6278908.09,148.8,-1.72,1.72,469121.95,6278894.81,104,118,129.76,2.99,-36.1
6493,cseo_3,59471,469121.36,6278907.72,149.2,-1.72,2.29,469121.95,6278894.81,104,117,129.76,3.07,-37.82
6494,cseo_3,59472,469121.57,6278907.53,149.8,0.57,2.86,469121.95,6278894.81,104,117,129.76,3.02,-37.82
6495,cseo_3,59473,469121.56,6278907.34,149.7,2.29,3.44,469123.81,6278892.25,104,117,131.23,2.99,-36.1
6496,cseo_3,59474,469121.97,6278907.15,148.7,-2.29,4.01,469123.81,6278892.25,104,117,131.23,3.05,-34.95
6497,cseo_3,59475,469122.58,6278906.96,148.5,-5.16,3.44,469123.81,6278892.25,104,117,131.23,3.13,-37.24
6498,cseo_3,59476,469122.58,6278906.78,148.4,0.57,2.86,469123.81,6278892.25,105,117,131.23,2.82,-37.82
6499,cseo_3,59477,469122.37,6278906.04,148.3,1.15,3.44,469123.81,6278892.25,105,117,131.23,2.74,-37.82
6500,cseo_3,59478,469123.08,6278905.29,146.3,-4.01,2.29,469123.81,6278892.25,105,118,131.23,2.68,-37.82
6501,cseo_3,59479,469124.1,6278905.28,145.7,-4.58,-0.57,469123.81,6278892.25,105,118,131.23,2.62,-36.1
6502,cseo_3,59480,469124.51,6278904.91,145.9,0.57,0,469123.81,6278892.25,105,117,131.23,2.57,-33.8
6503,cseo_3,59481,469124.2,6278904.17,145.8,3.44,4.58,469123.81,6278892.25,105,117,131.23,2.57,-33.8
6504,cseo_3,59482,469124.09,6278903.06,144.5,-1.15,8.59,469123.81,6278892.25,105,116,131.23,2.68,-33.8
6505,cseo_3,59483,469124.39,6278902.68,143.6,-4.58,6.88,469123.81,6278892.25,105,116,131.23,2.68,-32.09
6506,cseo_3,59484,469125.01,6278902.86,140.9,-2.86,1.15,469123.81,6278892.25,105,116,131.23,2.54,-33.8
6507,cseo_3,59485,469125.52,6278902.86,139,-0.57,-1.72,469123.81,6278892.25,105,117,131.23,2.42,-33.8
6508,cseo_3,59486,469126.12,6278902.11,137.9,-2.29,0,469123.81,6278892.25,105,117,131.23,2.45,-33.8
6509,cseo_3,59487,469126.32,6278901.19,138.5,-1.72,5.16,469123.81,6278892.25,105,116,131.23,2.31,-32.09
6510,cseo_3,59488,469126.01,6278900.63,138,2.86,8.59,469123.81,6278892.25,105,116,131.23,2.26,-33.23
6511,cseo_3,59489,469126.11,6278900.07,136.9,0,7.45,469123.81,6278892.25,105,118,131.23,2.26,-33.23
6512,cseo_3,59490,469127.03,6278900.25,134.3,-5.73,1.72,469123.81,6278892.25,105,118,131.23,2.17,-33.23
6513,cseo_3,59491,469127.44,6278900.62,133.3,-4.58,-2.29,469123.81,6278892.25,105,118,131.23,2.28,-33.8
6514,cseo_3,59492,469127.54,6278900.06,131.6,-2.29,-0.57,469123.81,6278892.25,105,118,131.23,2.26,-33.23
6515,cseo_3,59493,469127.74,6278898.95,132.1,-1.15,5.16,469123.81,6278892.25,105,118,131.23,2.2,-32.09
6516,cseo_3,59494,469128.04,6278898.39,133.8,0.57,6.88,469123.81,6278892.25,105,118,131.23,2.2,-32.09
6517,cseo_3,59495,469128.55,6278898.57,133,0.57,4.58,469131.58,6278884.82,103.4,117,138.59,2.28,-33.23
6518,cseo_3,59496,469129.16,6278898.57,130,-2.29,2.29,469131.58,6278884.82,105,117,138.59,2.31,-33.23
6519,cseo_3,59497,469129.47,6278898.38,128.3,-2.86,1.72,469131.58,6278884.82,105,117,138.59,2.31,-30.94
6520,cseo_3,59498,469129.46,6278897.82,127.9,-1.15,2.86,469131.86,6278886.57,105,117,125.64,2.4,-33.23
6521,cseo_3,59499,469129.77,6278897.45,128.4,-2.29,4.58,469131.86,6278886.57,105,116,125.64,2.42,-32.09
6522,cseo_3,59500,469130.28,6278896.89,128.6,-3.44,5.16,469131.86,6278886.57,105,116,125.64,2.51,-30.94
6523,cseo_3,59501,469130.68,6278896.89,127.4,-0.57,2.86,469134.29,6278884.46,105,115,124.52,2.62,-30.94
6524,cseo_3,59502,469131.1,6278897.25,126.3,2.29,0.57,469134.29,6278884.46,105,116,124.52,2.68,-32.09
6525,cseo_3,59503,469131.4,6278896.88,125.3,-1.72,3.44,469134.29,6278884.46,105,118,124.52,2.68,-33.23
6526,cseo_3,59504,469131.7,6278895.95,125,-5.16,7.45,469134.29,6278884.46,105,119,124.52,2.76,-33.8
6527,cseo_3,59505,469131.59,6278895.58,125.8,-1.15,6.3,469134.29,6278884.46,105,118,124.52,2.85,-33.8
6528,cseo_3,59506,469132.11,6278895.95,125.1,1.15,1.15,469134.29,6278884.46,105,118,124.52,2.79,-32.09
6529,cseo_3,59507,469133.13,6278895.94,123.2,-2.29,-0.57,469134.29,6278884.46,105,118,124.52,2.79,-32.09
6530,cseo_3,59508,469133.64,6278895.57,122.4,-2.86,1.72,469134.29,6278884.46,105,117,124.52,2.71,-32.09
6531,cseo_3,59509,469133.84,6278895.01,123.7,0.57,4.01,469134.29,6278884.46,105,117,124.52,2.65,-33.23
6532,cseo_3,59511,469134.25,6278894.82,124.8,1.15,5.73,469134.29,6278884.46,105,118,124.52,2.59,-33.23
6533,cseo_3,59512,469135.06,6278894.63,124.8,-3.44,5.73,469134.29,6278884.46,105,118,124.52,2.45,-33.8
6534,cseo_3,59513,469135.67,6278894.44,124.6,-1.72,4.01,469134.29,6278884.46,105,118,124.52,2.42,-36.1
6535,cseo_3,59514,469135.98,6278894.25,124.4,2.29,2.29,469134.29,6278884.46,105,118,124.52,2.26,-34.95
6536,cseo_3,59515,469136.49,6278894.25,124.3,0,1.15,469134.29,6278884.46,105,118,124.52,2.31,-33.23
6537,cseo_3,59516,469137.41,6278894.05,124.7,-4.58,1.72,469134.29,6278884.46,105,118,124.52,2.51,-33.23
6538,cseo_3,59517,469137.92,6278893.68,125.5,-3.44,4.01,469134.29,6278884.46,105,118,124.52,2.57,-32.09
6539,cseo_3,59518,469138.22,6278893.31,126.6,1.72,5.16,469140.56,6278879.36,105,118,135.56,2.48,-29.79
6540,cseo_3,59519,469138.63,6278892.93,127.9,4.01,5.16,469140.56,6278879.36,105,117,135.56,2.48,-33.23
6541,cseo_3,59520,469139.34,6278892.93,128.3,0,3.44,469140.56,6278879.36,105,117,135.56,2.54,-33.23
6542,cseo_3,59521,469140.06,6278892.92,127.5,-4.58,1.72,469139.78,6278875.27,101.8,117,136.61,2.54,-33.23
6543,cseo_3,59522,469140.46,6278892.73,127.5,-3.44,1.15,469139.78,6278875.27,105,117,136.61,2.59,-30.94
6544,cseo_3,59523,469140.97,6278892.54,129,0.57,2.29,469139.78,6278875.27,105,119,136.61,2.74,-30.94
6545,cseo_3,59524,469141.58,6278892.17,130.7,2.29,3.44,469142.78,6278875.89,103.9,119,133.51,2.68,-30.94
6546,cseo_3,59525,469142.19,6278891.79,131.9,1.72,5.16,469142.78,6278875.89,105,118,133.51,2.51,-30.94
6547,cseo_3,59526,469142.7,6278891.6,132.6,-0.57,5.16,469142.78,6278875.89,105,118,133.51,2.65,-33.23
6548,cseo_3,59527,469143.11,6278891.6,132.5,-1.72,4.01,469143.3,6278873.44,105,118,134.17,2.76,-30.94
6549,cseo_3,59528,469143.62,6278891.6,132.6,-1.15,2.29,469143.3,6278873.44,105,118,134.17,2.74,-32.09
6550,cseo_3,59529,469144.24,6278891.41,133.9,0,1.72,469143.3,6278873.44,105,117,134.17,2.99,-30.94
6551,cseo_3,59530,469144.64,6278890.85,134.9,0.57,3.44,469143.3,6278873.44,105,116,134.17,3.02,-29.79
6552,cseo_3,59531,469144.74,6278890.29,135.1,2.29,5.16,469143.3,6278873.44,105,116,134.17,2.88,-30.94
6553,cseo_3,59532,469144.94,6278889.92,136.2,1.72,5.73,469143.3,6278873.44,105,115,134.17,2.96,-32.09
6554,cseo_3,59533,469145.76,6278889.91,137.3,-1.72,2.29,469143.3,6278873.44,105,115,134.17,2.96,-32.09
6555,cseo_3,59534,469146.58,6278890.46,137.4,-0.57,-1.72,469143.3,6278873.44,105,115,134.17,3.07,-30.94
6556,cseo_3,59535,469146.89,6278890.46,137.1,1.15,0,469147.05,6278871.54,105,115,132.88,2.96,-32.09
6557,cseo_3,59536,469147.19,6278889.72,138.4,-1.15,5.73,469147.05,6278871.54,105,115,132.88,3.02,-32.09
6558,cseo_3,59537,469147.49,6278889.16,140.3,0,8.59,469147.05,6278871.54,105,117,132.88,2.82,-33.8
6559,cseo_3,59538,469147.8,6278889.15,142.4,4.58,6.3,469147.05,6278871.54,105,119,132.88,2.79,-33.23
6560,cseo_3,59539,469148.61,6278889.15,141.8,2.86,2.29,469147.05,6278871.54,105,119,132.88,2.82,-33.8
6561,cseo_3,59540,469149.23,6278889.14,140.1,-1.15,0.57,469147.05,6278871.54,105,118,132.88,2.59,-33.23
6562,cseo_3,59541,469149.43,6278888.77,140.2,-1.72,1.72,469147.05,6278871.54,105,117,132.88,2.68,-33.23
6563,cseo_3,59542,469149.53,6278888.77,143.1,1.15,2.86,469149.66,6278868.09,103,118,133.09,2.74,-32.09
6564,cseo_3,59543,469149.94,6278888.58,143.9,2.86,4.01,469149.66,6278868.09,105,117,133.09,2.65,-32.09
6565,cseo_3,59544,469150.04,6278888.02,145.1,1.15,6.88,469149.66,6278868.09,105,116,133.09,2.68,-33.8
6566,cseo_3,59545,469150.44,6278887.65,145.1,-1.72,6.3,469150.47,6278864.99,105,116,136.41,2.71,-33.23
6567,cseo_3,59546,469151.46,6278887.46,146.2,-1.15,2.29,469150.47,6278864.99,105,116,136.41,2.71,-33.23
6568,cseo_3,59547,469152.38,6278887.45,146.8,2.29,-1.72,469150.47,6278864.99,105,118,136.41,2.65,-32.09
6569,cseo_3,59548,469152.89,6278887.26,146.7,4.01,-0.57,469150.85,6278865.2,103.1,118,138.33,2.74,-33.23
6570,cseo_3,59549,469152.89,6278886.52,147,1.72,5.73,469150.85,6278865.2,105,117,138.33,2.62,-32.09
6571,cseo_3,59550,469152.68,6278885.78,148.3,-1.15,10.89,469150.85,6278865.2,105,116,138.33,2.57,-33.23
6572,cseo_3,59551,469152.67,6278885.04,148.5,-0.57,10.31,469153.06,6278861.85,102.7,116,140.29,2.68,-32.09
6573,cseo_3,59552,469153.49,6278885.03,148.5,1.15,2.29,469153.06,6278861.85,105,116,140.29,2.79,-33.23
6574,cseo_3,59553,469154.72,6278885.21,147.7,1.15,-4.58,469153.06,6278861.85,105,117,140.29,2.71,-32.09
6575,cseo_3,59554,469155.53,6278885.02,146.1,0,-4.58,469153.06,6278861.85,105,116,140.29,2.85,-30.94
6576,cseo_3,59555,469155.63,6278884.46,146.8,0.57,2.86,469153.06,6278861.85,105,117,140.29,2.68,-30.94
6577,cseo_3,59556,469155.11,6278883.54,150.7,2.86,11.46,469153.06,6278861.85,105,117,140.29,2.71,-33.23
6578,cseo_3,59557,469154.9,6278882.98,151.4,2.86,13.18,469153.06,6278861.85,105,117,140.29,2.59,-33.8
6579,cseo_3,59558,469155.72,6278882.97,151,-1.15,5.73,469153.06,6278861.85,105,117,140.29,2.4,-33.8
6580,cseo_3,59559,469156.95,6278883.34,149.1,-2.29,-3.44,469153.06,6278861.85,105,117,140.29,2.4,-33.8
6581,cseo_3,59560,469157.97,6278883.51,146.8,-1.15,-7.45,469153.06,6278861.85,105,118,140.29,2.71,-33.8
6582,cseo_3,59561,469158.07,6278882.77,147.6,1.72,-1.15,469153.06,6278861.85,105,118,140.29,2.99,-29.79
6583,cseo_3,59562,469157.45,6278881.66,151.5,2.86,9.17,469153.06,6278861.85,105,117,140.29,3.05,-30.94
6584,cseo_3,59563,469157.55,6278880.92,153.1,1.15,12.61,469153.06,6278861.85,105,117,140.29,2.96,-30.94
6585,cseo_3,59564,469157.85,6278880.92,153,1.15,8.59,469156.1,6278856,105,117,146.42,2.99,-30.94
6586,cseo_3,59565,469158.57,6278881.1,151.5,1.15,1.72,469156.1,6278856,105,116,146.42,2.99,-33.23
6587,cseo_3,59566,469159.49,6278880.91,149.2,-1.15,-4.01,469156.1,6278856,105,116,146.42,3.02,-29.79
6588,cseo_3,59567,469159.79,6278880.72,148.8,0,-3.44,469157.45,6278859.18,105,115,132.36,3.19,-29.79
6589,cseo_3,59568,469159.38,6278879.98,150.5,1.72,2.86,469157.45,6278859.18,105,116,132.36,3.02,-29.79
6590,cseo_3,59569,469159.27,6278879.05,152.1,0,8.02,469157.45,6278859.18,105,117,132.36,2.96,-32.09
6591,cseo_3,59570,469159.88,6278878.68,152.8,-0.57,7.45,469157.44,6278855.14,105,117,144.83,2.79,-33.23
6592,cseo_3,59571,469160.8,6278878.67,151.7,1.15,4.01,469157.44,6278855.14,105,117,144.83,2.62,-32.09
6593,cseo_3,59572,469161.31,6278878.48,150.6,2.86,1.15,469157.44,6278855.14,105,117,144.83,2.62,-32.09
6594,cseo_3,59573,469161.41,6278877.92,149.2,1.72,2.86,469157.44,6278855.14,105,118,144.83,2.68,-33.8
6595,cseo_3,59574,469161.3,6278877.18,148.8,-1.72,5.73,469158.55,6278854.82,102.7,116,140.77,2.76,-32.09
6596,cseo_3,59575,469161.6,6278876.62,149.7,-2.86,5.73,469158.55,6278854.82,105,114,140.77,2.71,-32.09
6597,cseo_3,59576,469162.11,6278876.25,149.6,0,2.86,469158.55,6278854.82,105,113,140.77,2.71,-33.8
6598,cseo_3,59577,469162.93,6278876.06,148.7,1.15,0,469158.55,6278854.82,105,115,140.77,2.79,-32.09
6599,cseo_3,59578,469163.53,6278875.31,148,1.15,1.15,469158.55,6278854.82,105,115,140.77,3.05,-30.94
6600,cseo_3,59579,469163.43,6278874.75,147.9,2.29,5.16,469160.69,6278853.59,102.8,117,142.68,2.93,-30.94
6601,cseo_3,59580,469163.22,6278874.01,148.1,1.15,8.02,469160.69,6278853.59,105,117,142.68,3.1,-33.23
6602,cseo_3,59581,469163.32,6278873.83,147.7,-0.57,6.88,469160.69,6278853.59,105,117,142.68,3.19,-32.09
6603,cseo_3,59582,469163.73,6278873.64,146.7,-2.29,2.86,469162.56,6278851.98,105,116,141.37,3.24,-33.23
6604,cseo_3,59584,469164.34,6278873.63,145.3,-3.44,-1.15,469162.56,6278851.98,105,115,141.37,3.22,-33.23
6605,cseo_3,59585,469165.05,6278873.26,145.2,-2.29,-1.15,469162.56,6278851.98,105,114,141.37,3.36,-30.94
6606,cseo_3,59586,469165.35,6278872.51,146.5,0.57,3.44,469163.71,6278853.7,104,114,130.53,3.36,-30.94
6607,cseo_3,59587,469165.35,6278871.96,147.6,2.86,7.45,469163.71,6278853.7,105,114,130.53,3.27,-30.94
6608,cseo_3,59588,469165.86,6278871.77,147.3,1.15,7.45,469163.71,6278853.7,105,114,130.53,3.24,-32.09
6609,cseo_3,59589,469166.47,6278871.58,146.8,-1.15,5.73,469163.99,6278848.82,102.8,114,141.47,3.27,-32.09
6610,cseo_3,59590,469166.47,6278871.21,145.9,-0.57,3.44,469163.99,6278848.82,105,114,141.47,3.24,-33.23
6611,cseo_3,59591,469166.67,6278870.83,144.8,-1.15,1.72,469163.99,6278848.82,105,113,141.47,3.16,-33.23
6612,cseo_3,59592,469167.28,6278870.27,144.8,-3.44,0,469165.63,6278850.19,102.9,113,132.97,3.39,-32.09
6613,cseo_3,59593,469167.68,6278869.9,145.4,-1.15,0.57,469165.63,6278850.19,105,112,132.97,3.39,-30.94
6614,cseo_3,59594,469167.88,6278869.16,145.9,1.15,4.58,469165.63,6278850.19,105,112,132.97,3.22,-30.94
6615,cseo_3,59595,469168.18,6278868.23,146,0,7.45,469166.82,6278847.01,105,113,130.14,3.13,-33.8
6616,cseo_3,59596,469168.89,6278867.66,146,-1.72,6.3,469166.82,6278847.01,105,115,130.14,2.88,-33.8
6617,cseo_3,59597,469169.71,6278867.47,145.1,-0.57,2.29,469166.82,6278847.01,105,116,130.14,2.9,-33.23
6618,cseo_3,59598,469170.32,6278867.47,144.5,1.15,-0.57,469166.82,6278847.01,105,117,130.14,2.99,-29.79
6619,cseo_3,59599,469170.83,6278866.72,144.4,-1.15,1.72,469166.82,6278847.01,105,117,130.14,2.99,-29.79
6620,cseo_3,59600,469171.03,6278866.16,145.1,-2.29,5.73,469166.82,6278847.01,105,117,130.14,2.79,-30.94
6621,cseo_3,59601,469170.92,6278865.61,145.2,0,6.88,469166.82,6278847.01,105,116,130.14,2.85,-33.23
6622,cseo_3,59602,469171.53,6278865.42,145.4,0,4.58,469166.82,6278847.01,105,115,130.14,3.02,-32.09
6623,cseo_3,59603,469172.25,6278865.04,145.2,-1.72,2.86,469166.82,6278847.01,105,115,130.14,3.22,-29.22
6624,cseo_3,59604,469172.65,6278864.48,144.5,-2.86,2.29,469166.82,6278847.01,105,115,130.14,3.19,-32.09
6625,cseo_3,59605,469173.36,6278864.11,144.1,-1.72,0.57,469166.82,6278847.01,105,115,130.14,3.1,-30.94
6626,cseo_3,59606,469174.08,6278863.92,144.6,0,1.15,469166.82,6278847.01,105,116,130.14,3.44,-29.22
6627,cseo_3,59607,469174.38,6278863.17,145.9,0.57,4.58,469166.82,6278847.01,105,116,130.14,3.24,-29.79
6628,cseo_3,59608,469174.27,6278862.25,147.1,1.15,8.02,469166.82,6278847.01,105,116,130.14,3.13,-33.8
6629,cseo_3,59609,469174.37,6278861.87,146.6,-1.15,6.88,469166.82,6278847.01,105,116,130.14,3.1,-33.8
6630,cseo_3,59610,469174.98,6278861.68,145.1,-3.44,2.29,469166.82,6278847.01,105,117,130.14,2.96,-30.94
6631,cseo_3,59611,469175.7,6278861.68,144.6,-2.86,-1.72,469173.7,6278843.62,103.1,117,133.73,2.96,-30.94
6632,cseo_3,59612,469176.31,6278861.49,143.7,-1.72,-2.29,469173.7,6278843.62,105,118,133.73,3.16,-32.09
6633,cseo_3,59613,469176.82,6278861.11,144.2,-0.57,1.72,469173.7,6278843.62,105,118,133.73,3.3,-29.22
6634,cseo_3,59614,469177.12,6278860.37,147.5,-0.57,6.88,469173.91,6278842.56,104.1,118,127.38,3.3,-29.22
6635,cseo_3,59615,469177.32,6278859.63,148.2,-0.57,10.31,469173.91,6278842.56,105,118,127.38,3.1,-29.22
6636,cseo_3,59616,469177.31,6278859.25,148.7,2.86,9.17,469173.91,6278842.56,105,118,127.38,3.02,-32.09
6637,cseo_3,59617,469177.72,6278859.25,147.9,0.57,2.86,469173.42,6278838.25,102.6,116,138.07,2.79,-33.8
6638,cseo_3,59618,469179.15,6278859.43,144.4,-8.02,-4.01,469173.42,6278838.25,105,116,138.07,2.68,-34.95
6639,cseo_3,59619,469180.28,6278859.23,144.5,-8.59,-5.16,469173.42,6278838.25,105,118,138.07,2.9,-32.09
6640,cseo_3,59620,469180.38,6278858.68,149.4,0,0,469178.79,6278846.13,104.4,116,112.37,3.05,-32.09
6641,cseo_3,59621,469179.96,6278857.57,150.3,4.58,9.17,469178.79,6278846.13,105,118,112.37,2.88,-32.09
6642,cseo_3,59622,469180.05,6278856.27,152,-0.57,14.32,469178.79,6278846.13,105,118,112.37,3.02,-29.22
6643,cseo_3,59623,469180.76,6278855.7,151.8,-3.44,10.31,469178.56,6278836.31,105,118,134.38,3.24,-30.94
6644,cseo_3,59624,469181.58,6278856.07,147.7,-0.57,0.57,469178.56,6278836.31,105,118,134.38,3.24,-30.94
6645,cseo_3,59625,469182.19,6278855.88,145.7,-1.72,-3.44,469178.56,6278836.31,105,117,134.38,3.27,-29.79
6646,cseo_3,59626,469182.49,6278854.95,145.3,-4.01,0,469178.56,6278836.31,105,117,134.38,3.64,-29.79
6647,cseo_3,59627,469182.59,6278854.02,146.5,-4.01,5.16,469178.56,6278836.31,105,120,134.38,3.72,-29.22
6648,cseo_3,59628,469182.99,6278853.28,148.3,-1.72,8.59,469178.56,6278836.31,105,122,134.38,3.98,-29.79
6649,cseo_3,59629,469183.81,6278852.9,148.5,1.15,6.88,469178.56,6278836.31,105,121,134.38,4.04,-29.79
6650,cseo_3,59630,469184.62,6278852.52,146.6,2.29,4.58,469178.56,6278836.31,105,119,134.38,3.89,-30.94
6651,cseo_3,59631,469184.92,6278851.96,144.7,-1.15,4.01,469178.97,6278835.15,102.8,118,140.37,3.64,-33.8
6652,cseo_3,59632,469185.12,6278851.22,143.4,-5.16,4.58,469178.97,6278835.15,105,118,140.37,3.33,-33.8
6653,cseo_3,59633,469185.32,6278850.66,143.4,-4.01,2.86,469178.97,6278835.15,105,119,140.37,3.3,-33.8
6654,cseo_3,59634,469186.14,6278850.66,143.7,-1.15,0,469178.97,6278835.15,105,118,140.37,3.53,-30.94
6655,cseo_3,59635,469186.75,6278850.09,143.5,-0.57,2.29,469178.97,6278835.15,105,118,140.37,3.22,-29.79
6656,cseo_3,59636,469186.95,6278849.17,142.4,-1.15,5.73,469178.97,6278835.15,105,117,140.37,2.9,-33.23
6657,cseo_3,59637,469187.45,6278848.42,142.9,-2.29,8.02,469178.97,6278835.15,105,117,140.37,2.9,-33.23
