Order,Event_ID,Trans,Tran,Dir,Date,J_day,ALDT,Sec,Vessel_x,Vessel_y,Vessel_heading,Vessel_Pitch,Vessel_Roll,x,y,z
26133,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:36 AM,38016,605645.77,6476725.78,351.2,-0.56,6.79,605656.80,6476735.54,92.8
26134,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:37 AM,38017,605646.05,6476726.35,351.7,1.32,6.75,605657.58,6476737.73,94.3
26135,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:38 AM,38018,605645.73,6476727.08,352.7,-0.02,2.1,605657.58,6476737.73,94.3
26136,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:39 AM,38019,605644.94,6476727.8,353.5,-2.1,-4.05,605657.58,6476737.73,94.3
26137,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:40 AM,38020,605644.43,6476728.35,353.3,-1.58,-5.28,605657.08,6476737.74,93.3
26138,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:41 AM,38021,605644.42,6476728.72,352.9,0.38,-0.62,605657.08,6476737.74,93.3
26139,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:42 AM,38022,605644.5,6476729.46,353,0.07,5.47,605657.08,6476737.74,93.3
26140,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:43 AM,38023,605644.48,6476730.21,353.3,-1.22,8.53,605656.92,6476739.41,92.7
26141,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:44 AM,38024,605644.36,6476730.94,353.3,-1.51,7.17,605656.92,6476739.41,92.7
26142,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:45 AM,38025,605644.15,6476731.68,353.1,-1.07,2.73,605656.92,6476739.41,92.7
26143,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:46 AM,38026,605644.02,6476732.79,352.9,-1.3,-1.66,605657.51,6476740.97,94.7
26144,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:47 AM,38027,605644.19,6476733.73,353.1,-0.98,-2.96,605657.51,6476740.97,94.7
26145,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:48 AM,38028,605644.46,6476734.66,353.1,0.78,-0.97,605657.51,6476740.97,94.7
26146,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:49 AM,38029,605644.44,6476735.22,353,0.71,1.34,605658.45,6476742.41,93.9
26147,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:50 AM,38030,605644.03,6476736.13,353.1,-1.9,2.99,605658.45,6476742.41,93.9
26148,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:51 AM,38031,605643.53,6476736.68,352.7,-2.21,3.29,605658.45,6476742.41,93.9
26149,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:52 AM,38032,605643.12,6476737.22,352.5,-0.11,3.05,605657.55,6476743.20,93.2
26150,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:53 AM,38033,605643.11,6476737.78,352.4,-0.01,3.23,605657.55,6476743.20,93.2
26151,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:54 AM,38034,605643.47,6476738.72,352.1,-2.29,4.43,605657.55,6476743.20,93.2
26152,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:55 AM,38035,605643.84,6476739.66,351.5,-2.92,3.61,605659.06,6476743.82,94.1
26153,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:56 AM,38036,605643.63,6476740.21,351.3,-0.29,0.76,605659.06,6476743.82,94.1
26154,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:57 AM,38037,605643.13,6476740.75,351.6,1.51,-3.14,605659.06,6476743.82,94.1
26155,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:58 AM,38038,605642.52,6476741.48,352,-0.85,-3.64,605659.67,6476742.93,92.4
26156,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:33:59 AM,38039,605642.79,6476742.41,351.4,-4.06,2.28,605659.67,6476742.93,92.4
26157,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:00 AM,38040,605643.46,6476742.99,349.9,-2.9,8.58,605659.67,6476742.93,92.4
26158,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:01 AM,38041,605643.63,6476743.74,349.3,0.62,9.19,605659.67,6476742.93,92.4
26159,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:02 AM,38042,605642.84,6476744.27,350,1.14,3.06,605659.67,6476742.93,92.4
26160,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:03 AM,38043,605641.94,6476744.99,350.3,-2.25,-4.6,605659.67,6476742.93,92.4
26161,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:04 AM,38044,605641.54,6476745.54,350.1,-3.45,-5.78,605659.67,6476742.93,92.4
26162,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:05 AM,38045,605641.81,6476746.1,350.3,-0.97,-1.09,605659.67,6476742.93,92.4
26163,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:06 AM,38046,605642.28,6476746.86,349.9,-0.85,5.58,605659.67,6476742.93,92.4
26164,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:07 AM,38047,605642.64,6476747.79,349.7,-2.16,8.81,605659.67,6476742.93,92.4
26165,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:08 AM,38048,605642.24,6476748.34,350.1,-0.86,6.39,605659.67,6476742.93,92.4
26166,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:09 AM,38049,605641.35,6476748.69,350.9,0.02,-1.13,605659.67,6476742.93,92.4
26167,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:10 AM,38050,605640.65,6476749.41,350.8,-1.87,-5.55,605659.67,6476742.93,92.4
26168,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:11 AM,38051,605641.03,6476749.98,350.5,-1.86,-1.66,605659.67,6476742.93,92.4
26169,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:12 AM,38052,605641.69,6476750.55,351.1,-0.17,4.61,605659.67,6476742.93,92.4
26170,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:13 AM,38053,605641.97,6476751.12,351.6,-1.24,6.91,605659.67,6476742.93,92.4
26171,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:14 AM,38054,605641.66,6476751.85,351.3,-3.35,3.6,605659.67,6476742.93,92.4
26172,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:15 AM,38055,605640.96,6476752.39,350.8,-1.68,-1.53,605659.67,6476742.93,92.4
26173,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:16 AM,38056,605640.27,6476752.74,351.5,0.97,-4.81,605659.67,6476742.93,92.4
26174,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:17 AM,38057,605640.06,6476753.29,352.5,-0.81,-2.65,605659.67,6476742.93,92.4
26175,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:18 AM,38058,605640.24,6476754.04,352.6,-2.82,3.14,605659.67,6476742.93,92.4
26176,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:19 AM,38059,605640.71,6476754.43,351.9,-1.67,7.66,605659.67,6476742.93,92.4
26177,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:20 AM,38060,605640.89,6476755.17,351.4,-1.26,7.47,605659.67,6476742.93,92.4
26178,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:21 AM,38061,605640.77,6476755.91,351.5,-2.29,2.53,605659.67,6476742.93,92.4
26179,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:22 AM,38062,605640.46,6476756.46,352,-1.36,-2.84,605659.67,6476742.93,92.4
26180,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:23 AM,38063,605640.07,6476756.64,352.9,0.91,-6.51,605659.67,6476742.93,92.4
26181,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:24 AM,38064,605639.66,6476757.18,353.5,-1.02,-5.42,605659.67,6476742.93,92.4
26182,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:25 AM,38065,605639.55,6476757.92,353.1,-4.7,1.21,605659.67,6476742.93,92.4
26183,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:26 AM,38066,605640.02,6476758.49,352,-3.43,9.14,605659.67,6476742.93,92.4
26184,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:27 AM,38067,605640.3,6476758.87,352.3,1.02,10.85,605659.67,6476742.93,92.4
26185,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:28 AM,38068,605640,6476759.23,353.6,1.25,6.39,605659.67,6476742.93,92.4
26186,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:29 AM,38069,605639.49,6476759.96,354.3,-3.22,-2.16,605659.67,6476742.93,92.4
26187,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:30 AM,38070,605639,6476760.32,354.7,-3.81,-7.57,605659.67,6476742.93,92.4
26188,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:31 AM,38071,605638.89,6476760.69,354.5,-1.12,-6.48,605659.67,6476742.93,92.4
26189,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:32 AM,38072,605639.07,6476761.25,354.7,-0.3,-0.18,605659.67,6476742.93,92.4
26190,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:33 AM,38073,605639.34,6476761.81,355.4,-0.87,6.7,605659.67,6476742.93,92.4
26191,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:34 AM,38074,605639.52,6476762.38,356,-1.27,9,605659.98,6476761.30,88.9
26192,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:35 AM,38075,605639.32,6476762.74,356.1,-2.4,5.19,605659.98,6476761.30,88.9
26193,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:36 AM,38076,605638.72,6476763.28,356.3,-2.2,-1.17,605659.98,6476761.30,88.9
26194,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:37 AM,38077,605638.13,6476763.64,356.7,-0.42,-6.09,605659.89,6476762.53,89.9
26195,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:38 AM,38078,605638.21,6476764.01,356.6,-0.81,-4.06,605659.89,6476762.53,89.9
26196,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:39 AM,38079,605638.69,6476764.58,356.5,-2.42,2.88,605659.89,6476762.53,89.9
26197,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:40 AM,38080,605639.07,6476764.96,356.8,-1.31,7.27,605659.89,6476762.53,89.9
26198,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:41 AM,38081,605638.76,6476765.33,357.3,-0.39,5.41,605659.89,6476762.53,89.9
26199,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:42 AM,38082,605638.27,6476765.68,357.6,-2.2,0.98,605660.65,6476765.48,90.1
26200,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:43 AM,38083,605638.06,6476766.05,357.6,-2.15,-2.15,605660.65,6476765.48,90.1
26201,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:44 AM,38084,605637.95,6476766.42,357.5,-0.45,-3.28,605660.65,6476765.48,90.1
26202,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:45 AM,38085,605637.84,6476766.97,357.6,-1.57,-1.83,605660.19,6476765.75,89.7
26203,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:46 AM,38086,605637.92,6476767.53,357.5,-2.09,1.99,605660.19,6476765.75,89.7
26204,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:47 AM,38087,605638.3,6476767.91,357.2,-0.47,5.91,605660.19,6476765.75,89.7
26205,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:48 AM,38088,605638.4,6476768.1,357.4,-0.4,5.88,605660.60,6476768.17,89.6
26206,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:49 AM,38089,605637.89,6476768.65,358.3,-2.04,1.4,605660.60,6476768.17,89.6
26207,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:50 AM,38090,605637.2,6476769,359,-2.09,-3.41,605660.60,6476768.17,89.6
26208,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:51 AM,38091,605637.1,6476769.37,358.9,-0.88,-3.32,605659.84,6476768.11,89.3
26209,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:52 AM,38092,605637.38,6476769.75,358.9,-0.93,0.52,605659.84,6476768.11,89.3
26210,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:53 AM,38093,605637.85,6476770.13,358.4,-2.47,5.43,605659.84,6476768.11,89.3
26211,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:54 AM,38094,605638.13,6476770.69,358.2,-2.12,6.81,605660.55,6476770.27,89.2
26212,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:55 AM,38095,605637.74,6476770.87,358.8,0.17,3.52,605660.55,6476770.27,89.2
26213,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:56 AM,38096,605636.75,6476771.21,0,0.42,-3.06,605660.55,6476770.27,89.2
26214,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:57 AM,38097,605636.45,6476771.76,0,-2.86,-4.1,605660.55,6476770.27,89.2
26215,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:58 AM,38098,605636.93,6476771.96,358.8,-3.78,1.09,605660.55,6476770.27,89.2
26216,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:34:59 AM,38099,605637.51,6476772.16,358.1,-0.89,5.86,605660.55,6476770.27,89.2
26217,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:00 AM,38100,605637.59,6476772.72,358.5,-0.23,5.48,605660.55,6476770.27,89.2
26218,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:01 AM,38101,605637.19,6476773.27,359.3,-2.55,1.18,605660.55,6476770.27,89.2
26219,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:02 AM,38102,605636.98,6476773.82,358.6,-3.15,-2.17,605660.55,6476770.27,89.2
26220,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:03 AM,38103,605637.06,6476774.19,358.7,-0.05,-2.9,605660.55,6476770.27,89.2
26221,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:04 AM,38104,605637.05,6476774.75,359.6,1.56,-2.18,605660.55,6476770.27,89.2
26222,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:05 AM,38105,605636.75,6476775.11,0.5,-0.95,-0.49,605660.55,6476770.27,89.2
26223,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:06 AM,38106,605636.54,6476775.48,0.9,-2.9,2.39,605660.55,6476770.27,89.2
26224,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:07 AM,38107,605636.74,6476775.48,0.1,-2.62,5.6,605660.55,6476770.27,89.2
26225,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:08 AM,38108,605637.02,6476775.86,359.8,-1.93,6.33,605660.55,6476770.27,89.2
26226,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:09 AM,38109,605637.11,6476776.24,0.7,-1.65,2.88,605660.55,6476770.27,89.2
26227,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:10 AM,38110,605636.9,6476776.79,0.9,-2.23,-1.94,605660.55,6476770.27,89.2
26228,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:11 AM,38111,605636.78,6476777.34,1.1,-1.4,-4.85,605660.55,6476770.27,89.2
26229,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:12 AM,38112,605636.68,6476777.71,1.7,-0.31,-4.25,605660.55,6476770.27,89.2
26230,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:13 AM,38113,605636.66,6476778.27,1.9,-1,-0.39,605660.55,6476770.27,89.2
26231,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:14 AM,38114,605636.75,6476778.45,2,-1.68,4.46,605661.12,6476776.67,87.3
26232,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:15 AM,38115,605636.75,6476778.64,2.2,-1.46,6.65,605661.12,6476776.67,87.3
26233,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:16 AM,38116,605636.45,6476779,2.4,-1.49,4.34,605661.12,6476776.67,87.3
26234,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:17 AM,38117,605636.05,6476779.18,2.7,-2.31,-0.05,605661.58,6476778.59,87.9
26235,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:18 AM,38118,605635.85,6476779.54,2.8,-2.58,-2.96,605661.58,6476778.59,87.9
26236,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:19 AM,38119,605636.03,6476779.92,2.3,-2.22,-2.2,605661.58,6476778.59,87.9
26237,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:20 AM,38120,605636.41,6476780.49,2.3,-1.18,0.9,605661.05,6476779.03,87.9
26238,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:21 AM,38121,605636.6,6476780.68,3,-0.19,3.53,605661.05,6476779.03,87.9
26239,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:22 AM,38122,605636.68,6476781.05,3.5,-0.95,4.01,605661.05,6476779.03,87.9
26240,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:23 AM,38123,605636.47,6476781.6,3.3,-2.49,1.3,605661.96,6476781.08,88.2
26241,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:24 AM,38124,605636.08,6476781.96,3.2,-2.54,-2.05,605661.96,6476781.08,88.2
26242,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:25 AM,38125,605635.78,6476782.14,3.3,-0.93,-2.55,605661.96,6476781.08,88.2
26243,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:26 AM,38126,605635.87,6476782.52,3.8,0.13,-0.29,605661.96,6476781.08,88.2
26244,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:27 AM,38127,605635.95,6476782.89,4.3,-1.5,2.74,605661.96,6476781.08,88.2
26245,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:28 AM,38128,605636.04,6476783.26,3.8,-3.51,4.95,605661.96,6476781.08,88.2
26246,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:29 AM,38129,605636.33,6476783.46,3.1,-2.99,5.12,605661.96,6476781.08,88.2
26247,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:30 AM,38130,605636.51,6476783.83,2.8,-1.52,2.85,605661.96,6476781.08,88.2
26248,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:31 AM,38131,605636.5,6476784.2,3.2,-0.91,-1.01,605661.96,6476781.08,88.2
26249,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:32 AM,38132,605636.2,6476784.57,4.1,-0.05,-4.26,605661.96,6476781.08,88.2
26250,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:33 AM,38133,605635.9,6476784.93,4.8,-0.58,-4.89,605661.96,6476781.08,88.2
26251,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:34 AM,38134,605635.8,6476785.11,4.7,-3.08,-0.27,605661.96,6476781.08,88.2
26252,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:35 AM,38135,605636.18,6476785.31,3.6,-4.26,6.34,605661.26,6476786.41,87.2
26253,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:36 AM,38136,605636.66,6476785.51,2.5,-3.3,9.59,605661.26,6476786.41,87.2
26254,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:37 AM,38137,605636.84,6476786.07,2.8,-1.03,7.27,605661.26,6476786.41,87.2
26255,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:38 AM,38138,605636.64,6476786.43,4.1,-0.02,0.79,605661.26,6476786.41,87.2
26256,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:39 AM,38139,605635.94,6476786.97,4.8,-1.58,-7.1,605661.26,6476786.41,87.2
26257,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:40 AM,38140,605635.44,6476787.33,5.4,-2.84,-8.51,605661.26,6476786.41,87.2
26258,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:41 AM,38141,605635.93,6476787.53,4.8,-2.37,-0.33,605661.26,6476786.41,87.2
26259,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:42 AM,38142,605636.8,6476787.74,4.3,-1.71,8.88,605661.26,6476786.41,87.2
26260,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:43 AM,38143,605637.18,6476787.93,3.9,-2,11.05,605661.26,6476786.41,87.2
26261,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:44 AM,38144,605636.59,6476788.29,3.8,-2.24,4.6,605661.26,6476786.41,87.2
26262,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:45 AM,38145,605635.41,6476788.63,4.4,-2.43,-5.12,605661.26,6476786.41,87.2
26263,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:46 AM,38146,605635.11,6476788.99,4.8,-2.86,-7.7,605661.26,6476786.41,87.2
26264,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:47 AM,38147,605635.88,6476789.38,4.3,-1.93,-1.58,605661.26,6476786.41,87.2
26265,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:48 AM,38148,605636.94,6476789.6,3.5,-0.74,5.89,605661.61,6476791.06,88.5
26266,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:49 AM,38149,605636.94,6476789.78,4.1,-0.69,6.47,605661.61,6476791.06,88.5
26267,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:50 AM,38150,605636.15,6476790.13,4.9,-2.66,0.78,605661.61,6476791.06,88.5
26268,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:51 AM,38151,605635.46,6476790.49,4.1,-4.22,-3.5,605661.61,6476791.06,88.5
26269,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:52 AM,38152,605635.55,6476790.68,3.4,-1.93,-2.11,605661.77,6476795.02,88
26270,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:53 AM,38153,605636.03,6476790.87,3.6,0.76,1.62,605661.77,6476795.02,88
26271,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:54 AM,38154,605636.41,6476791.26,3.9,-1.71,4.22,605661.77,6476795.02,88
26272,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:55 AM,38155,605636.4,6476791.81,3.7,-4.01,3.66,605662.41,6476796.40,88.7
26273,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:56 AM,38156,605636.1,6476791.99,4.1,-1.06,0.66,605662.41,6476796.40,88.7
26274,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:57 AM,38157,605635.8,6476792.17,4.2,-0.39,-2.26,605662.41,6476796.40,88.7
26275,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:58 AM,38158,605636.08,6476792.73,3.3,-3.53,-1.28,605662.32,6476797.13,87.9
26276,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:35:59 AM,38159,605636.27,6476792.92,3,-1.59,1.01,605662.32,6476797.13,87.9
26277,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:00 AM,38160,605636.27,6476792.92,3.7,1.74,1.99,605662.32,6476797.13,87.9
26278,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:01 AM,38161,605635.97,6476793.29,4,-1.71,1.59,605662.95,6476798.53,87.5
26279,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:02 AM,38162,605635.76,6476793.84,3.2,-5.49,0.96,605662.95,6476798.53,87.5
26280,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:03 AM,38163,605635.66,6476793.83,2.9,-2.43,0.92,605662.95,6476798.53,87.5
26281,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:04 AM,38164,605635.95,6476794.03,2.7,0.54,1.7,605662.83,6476800.10,88.2
26282,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:05 AM,38165,605636.03,6476794.59,2.5,-1.08,1.35,605662.83,6476800.10,88.2
26283,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:06 AM,38166,605636.01,6476795.14,2.6,-2.82,0.48,605662.83,6476800.10,88.2
26284,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:07 AM,38167,605636.2,6476795.33,2.7,-0.99,0.35,605662.21,6476801.91,88.4
26285,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:08 AM,38168,605636.2,6476795.52,3.1,0.38,-0.33,605662.21,6476801.91,88.4
26286,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:09 AM,38169,605636.09,6476795.89,3.5,-1.61,-0.43,605662.21,6476801.91,88.4
26287,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:10 AM,38170,605636.09,6476796.07,2.6,-3.62,1.07,605662.21,6476801.91,88.4
26288,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:11 AM,38171,605636.18,6476796.26,1.6,-2.48,2.36,605662.21,6476801.91,88.4
26289,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:12 AM,38172,605636.08,6476796.45,2,-0.57,1.66,605662.21,6476801.91,88.4
26290,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:13 AM,38173,605635.77,6476796.99,2.3,-1.29,0.83,605662.21,6476801.91,88.4
26291,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:14 AM,38174,605635.95,6476797.56,1.9,-2.05,1.4,605662.21,6476801.91,88.4
26292,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:15 AM,38175,605636.13,6476798.12,1.6,-2.09,2.09,605662.79,6476805.71,89.9
26293,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:16 AM,38176,605636.11,6476798.67,1.8,-1.71,1.48,605662.79,6476805.71,89.9
26294,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:17 AM,38177,605636,6476799.41,2.7,-0.01,-0.06,605662.79,6476805.71,89.9
26295,2023_EYKT_Dive_11,7_0,7,0,8/19/2023,231,10:36:18 AM,38178,605635.69,6476799.96,3.4,-0.04,-0.81,605663.69,6476804.71,90
