Order,Event_ID,Trans,Tran,Dir,Date,J_day,ALDT,Sec,Vessel_x,Vessel_y,Vessel_heading,Vessel_Pitch,Vessel_Roll,x,y,z
167,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:07 AM,27487,634734.84,6489142.45,6.3,1.39,-1.73,634747.51,6489159.38,83.8
168,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:08 AM,27488,634734.44,6489142.8,7.7,-1.85,-0.7,634748.05,6489162.50,83.5
169,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:09 AM,27489,634733.95,6489142.97,8.6,-2.98,1.54,634748.05,6489162.50,83.5
170,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:10 AM,27490,634733.85,6489142.97,9.4,-2.73,4.96,634748.05,6489162.50,83.5
171,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:11 AM,27491,634733.94,6489143.16,9.9,-3.77,7.09,634748.05,6489162.50,83.5
172,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:12 AM,27492,634734.11,6489143.72,9.9,-3.49,5.88,634748.05,6489162.50,83.5
173,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:13 AM,27493,634734,6489144.27,10.3,-0.07,2.19,634748.05,6489162.50,83.5
174,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:14 AM,27494,634733.58,6489145,12.2,1.28,-3.05,634748.05,6489162.50,83.5
175,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:15 AM,27495,634733.26,6489145.92,14.1,-2.78,-4.92,634748.05,6489162.50,83.5
176,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:16 AM,27496,634733.53,6489146.49,14.5,-4.34,-0.01,634746.71,6489165.97,83.9
177,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:17 AM,27497,634734.21,6489146.7,13.9,-0.56,6.52,634746.71,6489165.97,83.9
178,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:18 AM,27498,634734.59,6489146.89,14,1.78,8.41,634746.71,6489165.97,83.9
179,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:19 AM,27499,634734.08,6489147.43,15.4,-0.41,3.95,634748.43,6489168.07,84.1
180,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:20 AM,27500,634733.09,6489147.96,17.5,-3.11,-3.5,634748.43,6489168.07,84.1
181,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:21 AM,27501,634732.4,6489148.31,18.4,-4.9,-5.96,634748.43,6489168.07,84.1
182,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:22 AM,27502,634732.98,6489148.51,17.4,-4.45,0.73,634748.43,6489168.07,84.1
183,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:23 AM,27503,634734.23,6489148.74,16.3,-1.24,8.92,634748.43,6489168.07,84.1
184,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:24 AM,27504,634734.8,6489149.13,17.3,1.2,10.31,634747.39,6489170.22,85.1
185,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:25 AM,27505,634734.28,6489150.04,19.8,0.53,3.49,634747.39,6489170.22,85.1
186,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:26 AM,27506,634733.28,6489150.94,21.5,-1.06,-6.16,634747.39,6489170.22,85.1
187,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:27 AM,27507,634732.88,6489151.29,21.6,-1.85,-7.86,634747.76,6489171.37,83.6
188,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:28 AM,27508,634733.46,6489151.31,20.9,-1.28,-0.56,634747.76,6489171.37,83.6
189,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:29 AM,27509,634734.43,6489151.53,20.6,-1.57,7.89,634747.76,6489171.37,83.6
190,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:30 AM,27510,634735,6489151.92,20.4,-3.1,9.98,634747.76,6489171.37,83.6
191,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:31 AM,27511,634734.78,6489152.66,20.2,-2.23,5.2,634747.76,6489171.37,83.6
192,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:32 AM,27512,634734.47,6489153.21,20.3,0.34,-1.79,634747.76,6489171.37,83.6
193,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:33 AM,27513,634734.45,6489153.76,20.3,0.8,-5.77,634747.76,6489171.37,83.6
194,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:34 AM,27514,634734.82,6489154.15,20.7,-1.81,-2.74,634747.76,6489171.37,83.6
195,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:35 AM,27515,634735.3,6489154.35,20.8,-3.87,2.93,634747.76,6489171.37,83.6
196,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:36 AM,27516,634735.68,6489154.55,20.2,-1.93,6.79,634747.76,6489171.37,83.6
197,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:37 AM,27517,634735.58,6489154.73,19.7,0.75,6.51,634747.76,6489171.37,83.6
198,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:38 AM,27518,634735.08,6489155.08,19.8,-0.23,1.5,634747.76,6489171.37,83.6
199,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:39 AM,27519,634734.67,6489155.81,20.4,-4.47,-3.46,634747.76,6489171.37,83.6
200,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:40 AM,27520,634734.95,6489156.19,20.3,-6.57,-1.58,634747.76,6489171.37,83.6
201,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:41 AM,27521,634735.81,6489156.41,19.3,-2.8,3.39,634747.76,6489171.37,83.6
202,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:42 AM,27522,634736.58,6489156.81,18.7,1.86,6.28,634747.76,6489171.37,83.6
203,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:43 AM,27523,634736.66,6489157.37,18.8,1.38,3.98,634747.76,6489171.37,83.6
204,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:44 AM,27524,634736.35,6489157.91,19.9,-1.55,-1.11,634747.76,6489171.37,83.6
205,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:45 AM,27525,634735.94,6489158.27,20.9,-2.47,-4.28,634747.76,6489171.37,83.6
206,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:46 AM,27526,634735.94,6489158.27,20.9,-2.05,-2.45,634747.27,6489177.33,83.6
207,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:47 AM,27527,634736.33,6489158.28,20.7,-2.29,2.76,634747.27,6489177.33,83.6
208,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:48 AM,27528,634736.82,6489158.3,20.4,-3.19,7.03,634747.27,6489177.33,83.6
209,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:49 AM,27529,634736.9,6489158.86,20.3,-2.51,5.54,634746.97,6489178.80,84.3
210,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:50 AM,27530,634736.49,6489159.4,20.4,-1.51,0.62,634746.97,6489178.80,84.3
211,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:51 AM,27531,634736.27,6489160.14,19.9,-1.27,-3.04,634746.97,6489178.80,84.3
212,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:52 AM,27532,634736.84,6489160.53,18.5,-1.93,-1.19,634746.90,6489179.18,84.2
213,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:53 AM,27533,634737.8,6489160.93,17.2,-2.46,3.93,634746.90,6489179.18,84.2
214,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:54 AM,27534,634738.47,6489161.14,16.2,-1.58,6.35,634746.90,6489179.18,84.2
215,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:55 AM,27535,634738.46,6489161.51,15.9,-0.72,4.28,634747.79,6489181.27,84.7
216,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:56 AM,27536,634738.05,6489162.06,15.7,-1.58,-0.88,634747.79,6489181.27,84.7
217,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:57 AM,27537,634737.74,6489162.42,15,-2.77,-3.56,634747.79,6489181.27,84.7
218,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:58 AM,27538,634738.13,6489162.62,13.8,-3.02,-0.39,634746.43,6489181.40,83.5
219,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:38:59 AM,27539,634738.8,6489162.83,12.9,-2.2,4.59,634746.43,6489181.40,83.5
220,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:00 AM,27540,634739.28,6489163.03,12.7,-1.71,6.73,634746.43,6489181.40,83.5
221,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:01 AM,27541,634739.27,6489163.4,11.8,-2.47,3.98,634746.43,6489181.40,83.5
222,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:02 AM,27542,634738.95,6489163.95,11.3,-2.17,-0.48,634746.43,6489181.40,83.5
223,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:03 AM,27543,634739.04,6489164.32,11,-2.02,-2.36,634746.43,6489181.40,83.5
224,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:04 AM,27544,634739.32,6489164.7,10.1,-2.32,-1.01,634746.43,6489181.40,83.5
225,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:05 AM,27545,634739.41,6489164.89,9.9,-0.96,0.91,634746.43,6489181.40,83.5
226,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:06 AM,27546,634739.31,6489164.89,9.9,-0.77,2.62,634746.43,6489181.40,83.5
227,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:07 AM,27547,634739.5,6489165.08,9,-3.02,4.62,634746.43,6489181.40,83.5
228,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:08 AM,27548,634739.59,6489165.27,8,-4.26,4.07,634746.43,6489181.40,83.5
229,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:09 AM,27549,634739.58,6489165.64,7.2,-4.66,1.65,634746.43,6489181.40,83.5
230,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:10 AM,27550,634740.04,6489166.21,5.8,-3.21,0.75,634746.62,6489186.13,85.3
231,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:11 AM,27551,634740.61,6489166.6,5,0.11,0.99,634746.62,6489186.13,85.3
232,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:12 AM,27552,634740.6,6489166.97,5.6,0.73,-0.69,634746.62,6489186.13,85.3
233,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:13 AM,27553,634740.3,6489167.34,6.4,-2.24,-2.29,634747.81,6489186.74,84.1
234,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:14 AM,27554,634740.19,6489167.52,5.8,-2.91,-0.11,634747.81,6489186.74,84.1
235,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:15 AM,27555,634740.3,6489167.34,4.9,-1.85,3.64,634747.81,6489186.74,84.1
236,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:16 AM,27556,634740.39,6489167.52,3.9,-3.7,5.48,634747.81,6489186.74,84.1
237,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:17 AM,27557,634740.28,6489167.71,3.3,-4.16,4.11,634747.81,6489186.74,84.1
238,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:18 AM,27558,634739.99,6489167.7,3.9,-0.65,1.26,634747.81,6489186.74,84.1
239,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:19 AM,27559,634739.88,6489168.06,4,-1.32,-1.2,634747.81,6489186.74,84.1
240,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:20 AM,27560,634739.77,6489168.43,4,-4.22,-1.75,634747.81,6489186.74,84.1
241,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:21 AM,27561,634739.86,6489168.62,3.8,-2.68,0.59,634746.57,6489190.30,84.1
242,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:22 AM,27562,634740.44,6489168.83,2.9,-1.34,5.06,634746.57,6489190.30,84.1
243,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:23 AM,27563,634741.2,6489169.22,2,-2.19,7.36,634746.57,6489190.30,84.1
244,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:24 AM,27564,634741.29,6489169.6,2.4,-1.07,4.72,634747.01,6489191.07,85.4
245,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:25 AM,27565,634740.5,6489169.76,3.3,-0.62,-2.74,634747.01,6489191.07,85.4
246,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:26 AM,27566,634739.71,6489170.29,3.9,-3.33,-6.74,634747.01,6489191.07,85.4
247,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:27 AM,27567,634739.7,6489170.47,3.3,-3.37,-3.07,634747.01,6489191.07,85.4
248,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:28 AM,27568,634740.09,6489170.49,2.5,-0.13,3.54,634747.01,6489191.07,85.4
249,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:29 AM,27569,634740.37,6489170.68,2,-1,8.43,634747.01,6489191.07,85.4
250,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:30 AM,27570,634740.65,6489171.25,1.2,-4.77,8.45,634747.01,6489191.07,85.4
251,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:31 AM,27571,634740.54,6489171.43,0.2,-4.34,3.94,634747.01,6489191.07,85.4
252,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:32 AM,27572,634740.14,6489171.97,359.9,-1.56,-2.51,634747.01,6489191.07,85.4
253,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:33 AM,27573,634739.73,6489172.52,0.5,-0.96,-6.26,634747.01,6489191.07,85.4
254,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:34 AM,27574,634739.71,6489173.07,1,-1.34,-3.55,634747.01,6489191.07,85.4
255,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:35 AM,27575,634739.99,6489173.27,0.5,-1.62,2.68,634747.01,6489191.07,85.4
256,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:36 AM,27576,634740.28,6489173.46,359.9,-2.39,7.62,634746.07,6489195.69,84
257,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:37 AM,27577,634740.27,6489173.83,359.2,-3.26,7.9,634746.07,6489195.69,84
258,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:38 AM,27578,634740.35,6489174.21,358.6,-3.26,4.43,634746.07,6489195.69,84
259,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:39 AM,27579,634740.24,6489174.58,358.1,-2.36,-0.56,634746.54,6489197.30,85.1
260,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:40 AM,27580,634740.03,6489174.94,358,-0.84,-4.63,634746.54,6489197.30,85.1
261,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:41 AM,27581,634739.83,6489175.12,358.8,0.12,-4.59,634746.54,6489197.30,85.1
262,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:42 AM,27582,634740.01,6489175.5,359.3,-2.13,0.46,634746.54,6489197.30,85.1
263,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:43 AM,27583,634740.1,6489175.69,359.2,-4.64,5.51,634746.54,6489197.30,85.1
264,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:44 AM,27584,634739.9,6489175.86,358.1,-4.54,6.52,634746.54,6489197.30,85.1
265,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:45 AM,27585,634739.41,6489176.03,357.3,-1.89,4.24,634746.54,6489197.30,85.1
266,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:46 AM,27586,634739.1,6489176.58,357.7,-0.37,1.25,634746.54,6489197.30,85.1
267,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:47 AM,27587,634739.18,6489177.14,358.7,-1.75,0.04,634746.54,6489197.30,85.1
268,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:48 AM,27588,634739.65,6489177.71,358.9,-3.74,1.23,634746.54,6489197.30,85.1
269,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:49 AM,27589,634739.92,6489178.28,358.5,-2.19,1.65,634746.54,6489197.30,85.1
270,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:50 AM,27590,634739.52,6489178.45,359.2,0.88,-0.19,634746.54,6489197.30,85.1
271,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:51 AM,27591,634738.83,6489178.8,0.4,-1.71,-2.34,634746.54,6489197.30,85.1
272,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:52 AM,27592,634738.62,6489179.35,0.6,-5.92,0.78,634746.54,6489197.30,85.1
273,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:53 AM,27593,634738.8,6489179.73,359.8,-3.93,4.95,634746.54,6489197.30,85.1
274,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:54 AM,27594,634738.79,6489179.91,0.1,1.08,6.34,634746.54,6489197.30,85.1
275,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:55 AM,27595,634738.59,6489180.28,1.5,0.95,4.04,634746.54,6489197.30,85.1
276,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:56 AM,27596,634738.28,6489180.82,2.8,-2.61,-0.26,634747.31,6489204.70,84.2
277,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:57 AM,27597,634737.69,6489180.99,3.9,-2.1,-3.57,634747.31,6489204.70,84.2
278,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:58 AM,27598,634737.69,6489180.99,4.3,-0.95,-2.69,634747.31,6489204.70,84.2
279,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:39:59 AM,27599,634738.07,6489181.19,4.2,-3.36,2.44,634747.31,6489204.70,84.2
280,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:00 AM,27600,634738.25,6489181.57,4.5,-4.4,6.09,634747.31,6489204.70,84.2
281,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:01 AM,27601,634738.24,6489181.94,4.8,-1.22,5.72,634747.31,6489204.70,84.2
282,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:02 AM,27602,634737.84,6489182.29,5.5,1.72,2.35,634747.31,6489204.70,84.2
283,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:03 AM,27603,634737.34,6489182.65,6.8,0.56,-2.2,634746.92,6489207.55,84.3
284,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:04 AM,27604,634736.94,6489183.01,7.9,-2.39,-3.7,634746.92,6489207.55,84.3
285,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:05 AM,27605,634736.93,6489183.19,8.2,-2.89,-0.45,634746.92,6489207.55,84.3
286,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:06 AM,27606,634736.93,6489183.19,7.8,-1.16,4.04,634746.92,6489207.55,84.3
287,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:07 AM,27607,634736.83,6489183.37,8.2,-0.61,6.2,634746.92,6489207.55,84.3
288,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:08 AM,27608,634736.62,6489183.74,9.6,-1.96,5.34,634746.92,6489207.55,84.3
289,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:09 AM,27609,634736.6,6489184.29,10,-2.43,3.13,634746.92,6489207.55,84.3
290,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:10 AM,27610,634736.89,6489184.49,9.6,-0.24,0.93,634746.92,6489207.55,84.3
291,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:11 AM,27611,634736.97,6489184.86,10.4,1.34,-0.76,634746.92,6489207.55,84.3
292,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:12 AM,27612,634736.85,6489185.42,12.5,-1.18,-1.94,634746.89,6489211.48,83.7
293,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:13 AM,27613,634736.64,6489185.97,13.6,-2.95,-1.35,634746.89,6489211.48,83.7
294,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:14 AM,27614,634736.53,6489186.33,13.9,-0.51,1.33,634746.89,6489211.48,83.7
295,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:15 AM,27615,634736.53,6489186.52,14.6,0.91,4.89,634746.89,6489211.48,83.7
296,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:16 AM,27616,634736.7,6489187.08,14.5,-1.77,6.23,634746.89,6489211.48,83.7
297,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:17 AM,27617,634736.49,6489187.45,14.5,-2.64,3.81,634746.89,6489211.48,83.7
298,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:18 AM,27618,634736.19,6489187.81,15.5,-0.38,0.44,634746.89,6489211.48,83.7
299,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:19 AM,27619,634736.08,6489188.18,15.9,-0.67,-1.35,634746.89,6489211.48,83.7
300,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:20 AM,27620,634736.16,6489188.74,16.6,-1.29,-0.72,634746.89,6489211.48,83.7
301,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:21 AM,27621,634736.25,6489188.93,17.3,-0.68,2.09,634746.89,6489211.48,83.7
302,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:22 AM,27622,634736.72,6489189.31,17,-1.58,5.6,634746.89,6489211.48,83.7
303,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:23 AM,27623,634737.19,6489189.7,17.1,-1.61,6.53,634746.89,6489211.48,83.7
304,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:24 AM,27624,634736.99,6489190.06,18.4,0.2,3.5,634746.89,6489211.48,83.7
305,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:25 AM,27625,634736.29,6489190.6,19.4,0.42,-2.32,634746.89,6489211.48,83.7
306,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:26 AM,27626,634735.98,6489191.14,19.4,-1.4,-3.65,634746.89,6489211.48,83.7
307,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:27 AM,27627,634736.36,6489191.34,19.1,-1.58,1.66,634746.89,6489211.48,83.7
308,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:28 AM,27628,634737.04,6489191.18,19.3,0.25,7.45,634746.89,6489211.48,83.7
309,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:29 AM,27629,634737.23,6489191.37,19.7,0.43,7.94,634746.89,6489211.48,83.7
310,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:30 AM,27630,634736.92,6489191.92,20.6,-2.14,2.5,634746.89,6489211.48,83.7
311,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:31 AM,27631,634736.51,6489192.46,21.1,-3.79,-2.76,634746.89,6489211.48,83.7
312,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:32 AM,27632,634736.7,6489192.66,21.1,-0.71,-3.27,634746.89,6489211.48,83.7
313,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:33 AM,27633,634737.18,6489192.86,21.1,2.39,0.07,634746.89,6489211.48,83.7
314,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:34 AM,27634,634737.46,6489193.24,22.1,1.15,2.75,634746.89,6489211.48,83.7
315,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:35 AM,27635,634737.26,6489193.42,23.5,-0.97,3.86,634746.89,6489211.48,83.7
316,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:36 AM,27636,634737.06,6489193.6,23.8,-1.55,4,634746.89,6489211.48,83.7
317,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:37 AM,27637,634736.96,6489193.59,23.8,-0.81,3.22,634746.89,6489211.48,83.7
318,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:38 AM,27638,634737.05,6489193.97,23.7,-1.29,2.13,634746.89,6489211.48,83.7
319,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:39 AM,27639,634737.32,6489194.35,23.5,-1.85,1.4,634746.89,6489211.48,83.7
320,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:40 AM,27640,634737.51,6489194.54,23.9,0.66,0.54,634746.89,6489211.48,83.7
321,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:41 AM,27641,634737.69,6489194.92,24,1.22,0.26,634746.89,6489211.48,83.7
322,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:42 AM,27642,634738.26,6489195.31,23.7,-2.68,2.26,634746.89,6489211.48,83.7
323,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:43 AM,27643,634738.93,6489195.7,22.7,-3.39,4.33,634746.89,6489211.48,83.7
324,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:44 AM,27644,634739.02,6489195.89,22.1,0.53,3.72,634746.89,6489211.48,83.7
325,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:45 AM,27645,634738.61,6489196.44,22.1,2.46,0.09,634746.89,6489211.48,83.7
326,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:46 AM,27646,634738.6,6489196.81,21.6,-0.05,-0.34,634746.89,6489211.48,83.7
327,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:47 AM,27647,634738.99,6489196.82,20.8,-1.86,2.4,634746.89,6489211.48,83.7
328,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:48 AM,27648,634739.28,6489196.83,20.9,-1.79,4.47,634746.89,6489211.48,83.7
329,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:49 AM,27649,634739.29,6489196.64,20.7,-0.96,4.1,634746.89,6489211.48,83.7
330,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:50 AM,27650,634739.28,6489196.83,19.8,-0.97,2.18,634746.89,6489211.48,83.7
331,2023_EYKT_Dive_01,2_0,2,0,8/18/2023,230,7:40:51 AM,27651,634739.46,6489197.21,18.7,-3.65,0.93,634746.89,6489211.48,83.7
