ORDER,DIVE_NO,Event_ID,Seconds,Trans,Tran,Dir,Date,J_day,ALDT,Vessel_x,Vessel_y,Vessel_heading,Vessel_Pitch,Vessel_Roll,x,y,z,Heading,CMG,Alt,Pitch,Roll
88131,31,2022_CSEO_Dive_31,43156,31_0,31,0,5/30/2022,150,11:59:16 AM,427417.05,6360306.05,358,-0.1,-3.22,427440.07,6360315.35,151,330,357.95,3.87,-24,
88132,31,2022_CSEO_Dive_31,43157,31_0,31,0,5/30/2022,150,11:59:17 AM,427417.37,6360306.97,358.8,-0.93,0.72,427440.07,6360315.35,151,331,357.95,3.61,-25,
88133,31,2022_CSEO_Dive_31,43158,31_0,31,0,5/30/2022,150,11:59:18 AM,427417.69,6360307.9,359.7,-0.66,5.5,427440.07,6360315.35,151,330,357.95,3.19,-26,
88134,31,2022_CSEO_Dive_31,43159,31_0,31,0,5/30/2022,150,11:59:19 AM,427417.7,6360308.64,0.7,-0.24,6.87,427440.07,6360315.35,151,330,357.95,3.19,-26,
88135,31,2022_CSEO_Dive_31,43160,31_0,31,0,5/30/2022,150,11:59:20 AM,427417.51,6360309.2,1.5,-1.39,4.55,427440.07,6360315.35,151,330,357.95,3.27,-26,
88136,31,2022_CSEO_Dive_31,43161,31_0,31,0,5/30/2022,150,11:59:21 AM,427417.02,6360309.95,2.8,-0.81,-0.06,427440.07,6360315.35,151,329,357.95,3.41,-26,
88137,31,2022_CSEO_Dive_31,43162,31_0,31,0,5/30/2022,150,11:59:22 AM,427416.53,6360310.33,4.1,0.47,-2.79,427442.71,6360318.64,151,329,6.53,3.39,-25,
88138,31,2022_CSEO_Dive_31,43163,31_0,31,0,5/30/2022,150,11:59:23 AM,427416.54,6360310.89,4.8,-0.74,-0.85,427442.71,6360318.64,151,330,6.53,3.39,-25,
88139,31,2022_CSEO_Dive_31,43164,31_0,31,0,5/30/2022,150,11:59:24 AM,427416.85,6360311.44,5.2,-1.85,3.09,427441.66,6360318.15,148.8,330,4.08,3.19,-26,
88140,31,2022_CSEO_Dive_31,43165,31_0,31,0,5/30/2022,150,11:59:25 AM,427417.06,6360311.99,6.3,-0.59,6.07,427441.66,6360318.15,151,331,4.08,3.33,-26,
88141,31,2022_CSEO_Dive_31,43166,31_0,31,0,5/30/2022,150,11:59:26 AM,427416.97,6360312.55,7.4,-0.44,5.68,427441.66,6360318.15,151,331,4.08,3.19,-28,
88142,31,2022_CSEO_Dive_31,43167,31_0,31,0,5/30/2022,150,11:59:27 AM,427416.78,6360313.48,8.6,-1.51,2.5,427441.66,6360318.15,151,331,4.08,3.1,-27,
88143,31,2022_CSEO_Dive_31,43168,31_0,31,0,5/30/2022,150,11:59:28 AM,427416.59,6360314.04,9,-1.22,-0.37,427441.66,6360318.15,151,332,4.08,3.47,-26,
88144,31,2022_CSEO_Dive_31,43169,31_0,31,0,5/30/2022,150,11:59:29 AM,427416.51,6360314.78,9.3,-0.25,-1.31,427441.66,6360318.15,151,332,4.08,3.92,-24,
88145,31,2022_CSEO_Dive_31,43170,31_0,31,0,5/30/2022,150,11:59:30 AM,427416.42,6360315.53,10.8,-0.33,-0.02,427441.66,6360318.15,151,332,4.08,3.92,-24,
88146,31,2022_CSEO_Dive_31,43171,31_0,31,0,5/30/2022,150,11:59:31 AM,427416.83,6360316.26,11.8,-1.35,3.96,427441.66,6360318.15,151,332,4.08,4.04,-25,
88147,31,2022_CSEO_Dive_31,43172,31_0,31,0,5/30/2022,150,11:59:32 AM,427417.24,6360316.63,12.3,-0.21,6.79,427443.18,6360320.86,148.8,332,6.95,3.78,-26,
88148,31,2022_CSEO_Dive_31,43173,31_0,31,0,5/30/2022,150,11:59:33 AM,427417.25,6360317.18,12.8,0.62,5.46,427443.18,6360320.86,151,332,6.95,3.67,-26,
88149,31,2022_CSEO_Dive_31,43174,31_0,31,0,5/30/2022,150,11:59:34 AM,427416.96,6360317.93,13.7,-0.62,0.92,427443.18,6360320.86,151,331,6.95,3.53,-27,
88150,31,2022_CSEO_Dive_31,43175,31_0,31,0,5/30/2022,150,11:59:35 AM,427416.57,6360318.68,15,-1.63,-2.5,427443.18,6360320.86,151,331,6.95,3.07,-28,
88151,31,2022_CSEO_Dive_31,43176,31_0,31,0,5/30/2022,150,11:59:36 AM,427416.78,6360319.05,15.7,-1.71,-1.44,427443.18,6360320.86,151,330,6.95,3.13,-28,
88152,31,2022_CSEO_Dive_31,43177,31_0,31,0,5/30/2022,150,11:59:37 AM,427417.29,6360319.59,15.2,-1.27,2.69,427444.35,6360323.79,151,329,8.98,3.22,-29,
88153,31,2022_CSEO_Dive_31,43178,31_0,31,0,5/30/2022,150,11:59:38 AM,427417.9,6360319.96,15.2,0.47,6,427444.35,6360323.79,151,328,8.98,2.96,-28,
88154,31,2022_CSEO_Dive_31,43179,31_0,31,0,5/30/2022,150,11:59:39 AM,427418.21,6360320.51,16.1,1.25,5.95,427444.35,6360323.79,151,327,8.98,2.93,-28,
88155,31,2022_CSEO_Dive_31,43180,31_0,31,0,5/30/2022,150,11:59:40 AM,427418.02,6360321.25,17.2,-0.61,2.21,427444.35,6360323.79,151,328,8.98,3.05,-28,
88156,31,2022_CSEO_Dive_31,43181,31_0,31,0,5/30/2022,150,11:59:41 AM,427417.84,6360322,17.8,-3.07,-1.89,427444.22,6360322.9,148.7,328,13.21,3.05,-28,
88157,31,2022_CSEO_Dive_31,43182,31_0,31,0,5/30/2022,150,11:59:42 AM,427417.75,6360322.56,17.9,-2.38,-2.47,427444.22,6360322.9,151,329,13.21,3.27,-27,
88158,31,2022_CSEO_Dive_31,43183,31_0,31,0,5/30/2022,150,11:59:43 AM,427418.16,6360323.11,18,-0.52,1.08,427444.22,6360322.9,151,329,13.21,3.55,-27,
88159,31,2022_CSEO_Dive_31,43184,31_0,31,0,5/30/2022,150,11:59:44 AM,427418.87,6360323.84,18.1,-1.23,5.73,427444.35,6360323.26,148.9,329,13.26,3.67,-26,
88160,31,2022_CSEO_Dive_31,43185,31_0,31,0,5/30/2022,150,11:59:45 AM,427419.38,6360324.38,18.2,-1.21,7.7,427444.35,6360323.26,151,330,13.26,3.53,-26,
88161,31,2022_CSEO_Dive_31,43186,31_0,31,0,5/30/2022,150,11:59:46 AM,427419.6,6360325.12,18.4,0.27,5.17,427444.35,6360323.26,151,329,13.26,3.47,-26,
88162,31,2022_CSEO_Dive_31,43187,31_0,31,0,5/30/2022,150,11:59:47 AM,427419.61,6360325.86,19.3,-0.04,0.13,427446.14,6360324.78,151,329,21.26,3.33,-26,
88163,31,2022_CSEO_Dive_31,43188,31_0,31,0,5/30/2022,150,11:59:48 AM,427419.62,6360326.61,20.4,-0.87,-3.16,427446.14,6360324.78,151,330,21.26,3.33,-26,
88164,31,2022_CSEO_Dive_31,43189,31_0,31,0,5/30/2022,150,11:59:49 AM,427419.73,6360326.97,20.8,-0.96,-2.99,427446.14,6360324.78,151,329,21.26,3.3,-28,
88165,31,2022_CSEO_Dive_31,43190,31_0,31,0,5/30/2022,150,11:59:50 AM,427419.94,6360327.53,20.8,-1.78,0.53,427446.14,6360324.78,151,328,21.26,3.39,-27,
88166,31,2022_CSEO_Dive_31,43191,31_0,31,0,5/30/2022,150,11:59:51 AM,427420.65,6360327.89,20.4,-2.48,6.18,427446.14,6360324.78,151,326,21.26,3.41,-29,
88167,31,2022_CSEO_Dive_31,43192,31_0,31,0,5/30/2022,150,11:59:52 AM,427421.56,6360328.24,19.7,-1.64,9.24,427446.14,6360324.78,151,326,21.26,3.41,-29,
88168,31,2022_CSEO_Dive_31,43193,31_0,31,0,5/30/2022,150,11:59:53 AM,427421.67,6360328.98,20,-0.27,6.02,427446.14,6360324.78,151,323,21.26,3.24,-29,
88169,31,2022_CSEO_Dive_31,43194,31_0,31,0,5/30/2022,150,11:59:54 AM,427421.39,6360329.91,21.1,-0.54,-0.72,427446.14,6360324.78,151,321,21.26,3.27,-28,
88170,31,2022_CSEO_Dive_31,43195,31_0,31,0,5/30/2022,150,11:59:55 AM,427421.4,6360330.66,21.3,-1.74,-4.14,427446.86,6360325.06,151,319,29.07,3.19,-28,
88171,31,2022_CSEO_Dive_31,43196,31_0,31,0,5/30/2022,150,11:59:56 AM,427421.71,6360331.02,21.1,-1.49,-2.3,427446.86,6360325.06,151,319,29.07,2.99,-29,
88172,31,2022_CSEO_Dive_31,43197,31_0,31,0,5/30/2022,150,11:59:57 AM,427422.31,6360331.38,20.9,-0.93,2.29,427445.62,6360325.25,148.2,318,29.26,2.99,-28,
88173,31,2022_CSEO_Dive_31,43198,31_0,31,0,5/30/2022,150,11:59:58 AM,427422.92,6360331.74,20.4,-1.68,6.34,427445.62,6360325.25,151,318,29.26,2.82,-28,
88174,31,2022_CSEO_Dive_31,43199,31_0,31,0,5/30/2022,150,11:59:59 AM,427423.23,6360332.11,20.4,-2.19,6.5,427445.62,6360325.25,151,319,29.26,2.79,-29,
88175,31,2022_CSEO_Dive_31,43200,31_0,31,0,5/30/2022,150,12:00:00 PM,427423.24,6360332.67,20.7,-1.92,2.51,427449.6,6360329.15,148.6,320,33.21,2.96,-29,
88176,31,2022_CSEO_Dive_31,43201,31_0,31,0,5/30/2022,150,12:00:01 PM,427423.15,6360333.41,20.5,-2.08,-1.71,427449.6,6360329.15,151,319,33.21,2.96,-28,
88177,31,2022_CSEO_Dive_31,43202,31_0,31,0,5/30/2022,150,12:00:02 PM,427423.36,6360334.15,20.2,-2.23,-2.95,427449.6,6360329.15,151,319,33.21,3.05,-29,
88178,31,2022_CSEO_Dive_31,43203,31_0,31,0,5/30/2022,150,12:00:03 PM,427423.78,6360334.7,20,-1.13,-0.69,427444.98,6360326.59,148.7,319,21.47,3.05,-29,
88179,31,2022_CSEO_Dive_31,43204,31_0,31,0,5/30/2022,150,12:00:04 PM,427424.48,6360335.06,19.8,-0.78,3.75,427444.98,6360326.59,151,318,21.47,2.85,-29,
88180,31,2022_CSEO_Dive_31,43205,31_0,31,0,5/30/2022,150,12:00:05 PM,427425.29,6360335.6,18.7,-1.72,6.45,427444.98,6360326.59,151,316,21.47,2.82,-29,
88181,31,2022_CSEO_Dive_31,43206,31_0,31,0,5/30/2022,150,12:00:06 PM,427425.4,6360335.97,18.5,-0.84,4.47,427444.98,6360326.59,151,315,21.47,2.85,-28,
88182,31,2022_CSEO_Dive_31,43207,31_0,31,0,5/30/2022,150,12:00:07 PM,427425.31,6360336.71,18.3,-1.25,-0.28,427444.98,6360326.59,151,315,21.47,2.79,-28,
88183,31,2022_CSEO_Dive_31,43208,31_0,31,0,5/30/2022,150,12:00:08 PM,427425.32,6360337.27,17.7,-3.74,-2.55,427445.44,6360328.84,151,315,15.78,2.88,-28,
88184,31,2022_CSEO_Dive_31,43209,31_0,31,0,5/30/2022,150,12:00:09 PM,427425.83,6360337.63,17.4,-3.38,-0.76,427445.44,6360328.84,151,316,15.78,2.93,-28,
88185,31,2022_CSEO_Dive_31,43210,31_0,31,0,5/30/2022,150,12:00:10 PM,427426.34,6360337.99,16.8,-0.92,2.17,427445.44,6360328.84,151,316,15.78,2.79,-27,
88186,31,2022_CSEO_Dive_31,43211,31_0,31,0,5/30/2022,150,12:00:11 PM,427426.75,6360338.54,16.4,-1.22,3.98,427445.33,6360329.61,151,317,9.56,2.82,-28,
88187,31,2022_CSEO_Dive_31,43212,31_0,31,0,5/30/2022,150,12:00:12 PM,427427.06,6360339.09,15.6,-2.66,4.38,427445.33,6360329.61,151,318,9.56,2.62,-28,
88188,31,2022_CSEO_Dive_31,43213,31_0,31,0,5/30/2022,150,12:00:13 PM,427427.17,6360339.65,15.6,-1.29,2.28,427445.55,6360330.35,149,319,10.13,2.31,-28,
88189,31,2022_CSEO_Dive_31,43214,31_0,31,0,5/30/2022,150,12:00:14 PM,427427.08,6360340.02,16,-1.06,-0.84,427445.55,6360330.35,149,319,10.13,2.31,-28,
88190,31,2022_CSEO_Dive_31,43215,31_0,31,0,5/30/2022,150,12:00:15 PM,427427.29,6360340.57,14.9,-2.73,-1.34,427445.55,6360330.35,151,319,10.13,2.51,-28,
88191,31,2022_CSEO_Dive_31,43216,31_0,31,0,5/30/2022,150,12:00:16 PM,427427.69,6360340.75,14.1,-2.15,0.84,427445.32,6360330.65,148.1,319,7.47,2.54,-27,
88192,31,2022_CSEO_Dive_31,43217,31_0,31,0,5/30/2022,150,12:00:17 PM,427428.2,6360341.11,13.6,-1.57,3.08,427445.32,6360330.65,151,319,7.47,2.71,-25,
88193,31,2022_CSEO_Dive_31,43218,31_0,31,0,5/30/2022,150,12:00:18 PM,427428.61,6360341.66,12.7,-2.98,3.81,427445.32,6360330.65,151,318,7.47,3.02,-25,
88194,31,2022_CSEO_Dive_31,43219,31_0,31,0,5/30/2022,150,12:00:19 PM,427428.82,6360342.22,11.9,-3.2,2.64,427445.27,6360332.3,148.6,318,353.43,3.19,-24,
88195,31,2022_CSEO_Dive_31,43220,31_0,31,0,5/30/2022,150,12:00:20 PM,427429.03,6360342.77,11.3,-2.08,0.54,427445.27,6360332.3,151,318,353.43,3.22,-24,
88196,31,2022_CSEO_Dive_31,43221,31_0,31,0,5/30/2022,150,12:00:21 PM,427429.24,6360343.32,10.5,-2.18,-0.46,427445.27,6360332.3,151,319,353.43,3.41,-26,
88197,31,2022_CSEO_Dive_31,43222,31_0,31,0,5/30/2022,150,12:00:22 PM,427429.55,6360344.06,10,-2.61,0.18,427444.69,6360332.26,151,318,343.23,3.5,-25,
88198,31,2022_CSEO_Dive_31,43223,31_0,31,0,5/30/2022,150,12:00:23 PM,427429.97,6360344.61,8.9,-2.6,1.64,427444.69,6360332.26,151,318,343.23,3.33,-25,
88199,31,2022_CSEO_Dive_31,43224,31_0,31,0,5/30/2022,150,12:00:24 PM,427430.28,6360345.16,8.1,-1.94,2.73,427444.69,6360332.26,151,318,343.23,3.27,-27,
88200,31,2022_CSEO_Dive_31,43225,31_0,31,0,5/30/2022,150,12:00:25 PM,427430.48,6360345.53,8.2,-1.59,2.81,427444.69,6360332.26,151,318,343.23,3.27,-27,
88201,31,2022_CSEO_Dive_31,43226,31_0,31,0,5/30/2022,150,12:00:26 PM,427430.69,6360346.08,7.9,-1.81,1.84,427444.69,6360332.26,151,318,343.23,2.96,-28,
88202,31,2022_CSEO_Dive_31,43227,31_0,31,0,5/30/2022,150,12:00:27 PM,427430.6,6360346.45,7.6,-1.6,-0.14,427444.69,6360332.26,151,318,343.23,2.93,-28,
88203,31,2022_CSEO_Dive_31,43228,31_0,31,0,5/30/2022,150,12:00:28 PM,427430.61,6360346.82,7.4,-2.13,-0.86,427444.69,6360332.26,151,318,343.23,2.82,-30,
88204,31,2022_CSEO_Dive_31,43229,31_0,31,0,5/30/2022,150,12:00:29 PM,427430.71,6360347.19,6.8,-3.07,0.15,427444.69,6360332.26,151,318,343.23,3.02,-28,
88205,31,2022_CSEO_Dive_31,43230,31_0,31,0,5/30/2022,150,12:00:30 PM,427430.92,6360347.38,6.3,-3.34,2.39,427443.98,6360334.36,151,319,349.81,3.02,-28,
88206,31,2022_CSEO_Dive_31,43231,31_0,31,0,5/30/2022,150,12:00:31 PM,427431.23,6360347.93,6.1,-3.51,4.24,427443.98,6360334.36,151,319,349.81,3.1,-26,
88207,31,2022_CSEO_Dive_31,43232,31_0,31,0,5/30/2022,150,12:00:32 PM,427431.73,6360348.29,5.5,-3.06,4.9,427444.39,6360337.13,148.7,319,326.83,3.07,-27,
88208,31,2022_CSEO_Dive_31,43233,31_0,31,0,5/30/2022,150,12:00:33 PM,427432.15,6360348.84,5.4,-1.33,3.25,427444.39,6360337.13,151,319,326.83,2.99,-29,
88209,31,2022_CSEO_Dive_31,43234,31_0,31,0,5/30/2022,150,12:00:34 PM,427431.95,6360349.4,6.2,-0.6,-1.18,427444.39,6360337.13,151,319,326.83,2.96,-28,
88210,31,2022_CSEO_Dive_31,43235,31_0,31,0,5/30/2022,150,12:00:35 PM,427431.77,6360350.14,6.1,-2.71,-4.59,427443.39,6360336.13,151,319,350.55,2.99,-28,
88211,31,2022_CSEO_Dive_31,43236,31_0,31,0,5/30/2022,150,12:00:36 PM,427431.67,6360350.52,6.1,-2.34,-3,427443.39,6360336.13,151,319,350.55,2.99,-28,
88212,31,2022_CSEO_Dive_31,43237,31_0,31,0,5/30/2022,150,12:00:37 PM,427432.28,6360350.88,4.8,-1.78,2.88,427443.39,6360336.13,151,319,350.55,3.02,-29,
88213,31,2022_CSEO_Dive_31,43238,31_0,31,0,5/30/2022,150,12:00:38 PM,427432.99,6360351.42,3.4,-2.64,7.97,427443.39,6360336.13,151,318,350.55,2.82,-28,
88214,31,2022_CSEO_Dive_31,43239,31_0,31,0,5/30/2022,150,12:00:39 PM,427433.2,6360351.79,3,-2.86,7.38,427443.39,6360336.13,151,318,350.55,2.85,-29,
88215,31,2022_CSEO_Dive_31,43240,31_0,31,0,5/30/2022,150,12:00:40 PM,427433.11,6360352.35,2.4,-2.89,2.39,427443.39,6360336.13,151,318,350.55,2.82,-30,
88216,31,2022_CSEO_Dive_31,43241,31_0,31,0,5/30/2022,150,12:00:41 PM,427432.82,6360352.72,2,-2.59,-3.37,427443.39,6360336.13,151,319,350.55,3.02,-29,
88217,31,2022_CSEO_Dive_31,43242,31_0,31,0,5/30/2022,150,12:00:42 PM,427432.52,6360353.29,1.9,-1.87,-5.32,427443.39,6360336.13,151,319,350.55,3.24,-26,
88218,31,2022_CSEO_Dive_31,43243,31_0,31,0,5/30/2022,150,12:00:43 PM,427432.83,6360353.65,1.6,-1.86,-1.57,427443.39,6360336.13,151,319,350.55,3.3,-26,
88219,31,2022_CSEO_Dive_31,43244,31_0,31,0,5/30/2022,150,12:00:44 PM,427433.44,6360354.01,0.9,-3.42,5.05,427443.39,6360336.13,151,319,350.55,3.47,-27,
88220,31,2022_CSEO_Dive_31,43245,31_0,31,0,5/30/2022,150,12:00:45 PM,427434.05,6360354.56,359.7,-4.2,8.9,427442.5,6360340.49,151,319,345.87,3.24,-26,
88221,31,2022_CSEO_Dive_31,43246,31_0,31,0,5/30/2022,150,12:00:46 PM,427434.26,6360354.92,359.6,-2.02,6.86,427442.5,6360340.49,151,319,345.87,3.22,-28,
88222,31,2022_CSEO_Dive_31,43247,31_0,31,0,5/30/2022,150,12:00:47 PM,427433.96,6360355.3,359.9,-0.94,0.19,427443.39,6360341.56,148.6,319,350.78,3.22,-28,
88223,31,2022_CSEO_Dive_31,43248,31_0,31,0,5/30/2022,150,12:00:48 PM,427433.57,6360355.68,0.2,-2.95,-5.94,427443.39,6360341.56,151,318,350.78,3.19,-28,
88224,31,2022_CSEO_Dive_31,43249,31_0,31,0,5/30/2022,150,12:00:49 PM,427433.18,6360356.06,0.3,-3.82,-6.1,427443.39,6360341.56,151,319,350.78,3.02,-28,
88225,31,2022_CSEO_Dive_31,43250,31_0,31,0,5/30/2022,150,12:00:50 PM,427433.68,6360356.42,359.9,-2.65,0.77,427441.74,6360340.72,147.1,319,339.79,3.05,-26,
88226,31,2022_CSEO_Dive_31,43251,31_0,31,0,5/30/2022,150,12:00:51 PM,427434.39,6360356.78,358.9,-2.91,8.41,427441.74,6360340.72,151,319,339.79,2.76,-26,
88227,31,2022_CSEO_Dive_31,43252,31_0,31,0,5/30/2022,150,12:00:52 PM,427434.7,6360357.14,358.3,-3.18,9.87,427441.74,6360340.72,151,319,339.79,2.42,-25,
88228,31,2022_CSEO_Dive_31,43253,31_0,31,0,5/30/2022,150,12:00:53 PM,427434.2,6360357.52,358.7,-1.64,3.68,427443,6360344.55,149.1,319,350.51,2.54,-25,
88229,31,2022_CSEO_Dive_31,43254,31_0,31,0,5/30/2022,150,12:00:54 PM,427433.41,6360357.91,0.3,-0.18,-3.95,427443,6360344.55,151,320,350.51,2.62,-26,
88230,31,2022_CSEO_Dive_31,43255,31_0,31,0,5/30/2022,150,12:00:55 PM,427433.32,6360358.28,0.5,-2.41,-5.37,427443,6360344.55,151,321,350.51,2.65,-26,
88231,31,2022_CSEO_Dive_31,43256,31_0,31,0,5/30/2022,150,12:00:56 PM,427433.62,6360358.28,0.1,-4.26,-1.18,427442.09,6360342.57,151,321,342.79,3.1,-26,
88232,31,2022_CSEO_Dive_31,43257,31_0,31,0,5/30/2022,150,12:00:57 PM,427433.92,6360358.27,359.6,-2.8,3.55,427442.09,6360342.57,151,320,342.79,3.1,-26,
88233,31,2022_CSEO_Dive_31,43258,31_0,31,0,5/30/2022,150,12:00:58 PM,427434.02,6360358.64,359.2,-1.74,5.59,427442.09,6360342.57,151,320,342.79,3.1,-26,
88234,31,2022_CSEO_Dive_31,43259,31_0,31,0,5/30/2022,150,12:00:59 PM,427433.93,6360359.01,359.2,-2.18,4.18,427442.09,6360342.57,151,321,342.79,3.02,-26,
88235,31,2022_CSEO_Dive_31,43260,31_0,31,0,5/30/2022,150,12:01:00 PM,427433.73,6360359.2,359.5,-2.25,1.39,427442.09,6360342.57,151,321,342.79,3.1,-26,
88236,31,2022_CSEO_Dive_31,43261,31_0,31,0,5/30/2022,150,12:01:01 PM,427433.94,6360359.57,359.3,-1.91,-0.58,427442.09,6360342.57,151,321,342.79,3.16,-26,
88237,31,2022_CSEO_Dive_31,43262,31_0,31,0,5/30/2022,150,12:01:02 PM,427433.95,6360360.13,359.3,-2.2,-2.13,427442.09,6360342.57,151,321,342.79,3.1,-27,
88238,31,2022_CSEO_Dive_31,43263,31_0,31,0,5/30/2022,150,12:01:03 PM,427433.86,6360360.5,359.5,-2.25,-1.99,427442.09,6360342.57,151,320,342.79,2.96,-26,
88239,31,2022_CSEO_Dive_31,43264,31_0,31,0,5/30/2022,150,12:01:04 PM,427433.86,6360360.87,358.7,-1.97,0.95,427442.09,6360342.57,151,321,342.79,2.99,-26,
88240,31,2022_CSEO_Dive_31,43265,31_0,31,0,5/30/2022,150,12:01:05 PM,427434.27,6360361.23,358.4,-1.95,4.93,427442.09,6360342.57,151,321,342.79,2.9,-27,
88241,31,2022_CSEO_Dive_31,43266,31_0,31,0,5/30/2022,150,12:01:06 PM,427434.48,6360361.79,358.5,-2.98,6.18,427441.55,6360348.33,151,321,348.98,2.71,-26,
88242,31,2022_CSEO_Dive_31,43267,31_0,31,0,5/30/2022,150,12:01:07 PM,427434.39,6360362.16,358,-3.21,3.75,427441.55,6360348.33,151,320,348.98,3.05,-26,
88243,31,2022_CSEO_Dive_31,43268,31_0,31,0,5/30/2022,150,12:01:08 PM,427434.09,6360362.54,357.9,-1.39,-0.44,427441.55,6360348.33,151,320,348.98,2.9,-26,
88244,31,2022_CSEO_Dive_31,43269,31_0,31,0,5/30/2022,150,12:01:09 PM,427434,6360362.91,357.9,-0.9,-2.31,427441.06,6360348.88,148.9,320,348.64,2.9,-26,
88245,31,2022_CSEO_Dive_31,43270,31_0,31,0,5/30/2022,150,12:01:10 PM,427434.31,6360363.65,357.5,-2.77,-0.61,427441.06,6360348.88,151,320,348.64,2.71,-25,
88246,31,2022_CSEO_Dive_31,43271,31_0,31,0,5/30/2022,150,12:01:11 PM,427434.72,6360364.01,357.4,-2.69,2.77,427440.48,6360349.31,148.5,320,342.22,2.57,-27,
88247,31,2022_CSEO_Dive_31,43272,31_0,31,0,5/30/2022,150,12:01:12 PM,427434.92,6360364.01,357.5,-0.1,4.51,427440.48,6360349.31,151,320,342.22,3.33,-27,
88248,31,2022_CSEO_Dive_31,43273,31_0,31,0,5/30/2022,150,12:01:13 PM,427434.93,6360364.38,357.9,-0.67,3.23,427440.48,6360349.31,151,321,342.22,3.53,-27,
88249,31,2022_CSEO_Dive_31,43274,31_0,31,0,5/30/2022,150,12:01:14 PM,427434.63,6360364.75,357.9,-3.37,0.56,427441.13,6360351.36,148.3,321,351.53,3.44,-29,
88250,31,2022_CSEO_Dive_31,43275,31_0,31,0,5/30/2022,150,12:01:15 PM,427434.34,6360364.94,357.8,-3.73,-1.38,427441.13,6360351.36,151,321,351.53,3.41,-28,
88251,31,2022_CSEO_Dive_31,43276,31_0,31,0,5/30/2022,150,12:01:16 PM,427434.34,6360365.13,357.6,-2.4,0.16,427441.13,6360351.36,151,321,351.53,3.5,-27,
88252,31,2022_CSEO_Dive_31,43277,31_0,31,0,5/30/2022,150,12:01:17 PM,427434.85,6360365.49,358.1,-0.53,3.76,427440.52,6360352.92,151,322,350.93,3.5,-28,
88253,31,2022_CSEO_Dive_31,43278,31_0,31,0,5/30/2022,150,12:01:18 PM,427435.15,6360365.67,358.4,-0.76,5.4,427440.52,6360352.92,151,322,350.93,3.61,-28,
88254,31,2022_CSEO_Dive_31,43279,31_0,31,0,5/30/2022,150,12:01:19 PM,427435.06,6360366.42,358.4,-2.4,3.25,427440.52,6360352.92,151,323,350.93,3.44,-29,
88255,31,2022_CSEO_Dive_31,43280,31_0,31,0,5/30/2022,150,12:01:20 PM,427434.46,6360366.43,359.1,-0.96,-0.69,427440.52,6360352.92,151,323,350.93,3.44,-29,
88256,31,2022_CSEO_Dive_31,43281,31_0,31,0,5/30/2022,150,12:01:21 PM,427434.16,6360366.43,0.5,-0.11,-1.84,427440.52,6360352.92,151,323,350.93,3.5,-30,
88257,31,2022_CSEO_Dive_31,43282,31_0,31,0,5/30/2022,150,12:01:22 PM,427434.27,6360366.8,0.6,-2.97,0.38,427440.52,6360352.92,151,322,350.93,3.58,-30,
88258,31,2022_CSEO_Dive_31,43283,31_0,31,0,5/30/2022,150,12:01:23 PM,427434.47,6360366.98,0.8,-3.33,3.46,427440.52,6360352.92,151,322,350.93,3.44,-30,
88259,31,2022_CSEO_Dive_31,43284,31_0,31,0,5/30/2022,150,12:01:24 PM,427434.47,6360366.8,1.2,-0.92,4.88,427440.52,6360352.92,151,323,350.93,3.33,-30,
88260,31,2022_CSEO_Dive_31,43285,31_0,31,0,5/30/2022,150,12:01:25 PM,427434.37,6360366.99,1.4,-1.38,3.98,427440.52,6360352.92,151,325,350.93,3.27,-31,
88261,31,2022_CSEO_Dive_31,43286,31_0,31,0,5/30/2022,150,12:01:26 PM,427434.18,6360367.55,1.5,-2.53,1.53,427440.52,6360352.92,151,326,350.93,3.27,-31,
88262,31,2022_CSEO_Dive_31,43287,31_0,31,0,5/30/2022,150,12:01:27 PM,427434.29,6360367.91,1.7,-0.96,-0.04,427439.21,6360358.58,151,328,346.21,3.36,-31,
88263,31,2022_CSEO_Dive_31,43288,31_0,31,0,5/30/2022,150,12:01:28 PM,427434.7,6360368.28,1.7,-0.34,0.77,427439.21,6360358.58,151,328,346.21,3.22,-30,
88264,31,2022_CSEO_Dive_31,43289,31_0,31,0,5/30/2022,150,12:01:29 PM,427435.1,6360368.64,1.7,-0.73,2.17,427439.97,6360359.34,148.6,328,354.6,3.22,-29,
88265,31,2022_CSEO_Dive_31,43290,31_0,31,0,5/30/2022,150,12:01:30 PM,427435.21,6360368.83,2.2,-1.08,2.3,427439.97,6360359.34,151,328,354.6,3.3,-29,
88266,31,2022_CSEO_Dive_31,43291,31_0,31,0,5/30/2022,150,12:01:31 PM,427435.11,6360369.2,2.2,-2.13,1.31,427439.97,6360359.34,151,328,354.6,3.3,-29,
88267,31,2022_CSEO_Dive_31,43292,31_0,31,0,5/30/2022,150,12:01:32 PM,427434.82,6360369.39,1.9,-2.11,0.46,427439.59,6360361.52,148,327,348.66,3.33,-29,
88268,31,2022_CSEO_Dive_31,43293,31_0,31,0,5/30/2022,150,12:01:33 PM,427434.72,6360369.58,1.9,-0.92,1.39,427439.59,6360361.52,151,326,348.66,3.16,-29,
88269,31,2022_CSEO_Dive_31,43294,31_0,31,0,5/30/2022,150,12:01:34 PM,427435.02,6360369.76,2.2,-1.23,4.26,427439.59,6360361.52,151,326,348.66,3.05,-28,
