Event,DIVE_NO,ALDT,Seconds,VESSEL_X,VESSEL_Y,Vessel_heading,VESSEL_PITCH,VESSEL_ROLL,ROV_X,ROV_Y,ROV_Z,ROV_Heading,ROV_CMG,Alt,ROV_pitch
21564,nseo_11,4:04:06 PM,57846,409262.39,6399525.98,61.5,5.16,3.44,409254.92,6399509.8,128,27,,3.53,-33.23
21565,nseo_11,4:04:07 PM,57847,409262.5,6399526.53,60.7,1.72,2.29,409254.92,6399509.8,128,27,,3.53,-33.8
21566,nseo_11,4:04:08 PM,57848,409262.91,6399526.9,60.5,-1.15,3.44,409254.92,6399509.8,128,27,,3.53,-33.23
21567,nseo_11,4:04:09 PM,57849,409263.2,6399526.7,61.7,1.72,4.01,409255.44,6399512.27,128,28,,3.53,-33.23
21568,nseo_11,4:04:10 PM,57850,409263.2,6399526.7,63,3.44,4.01,409255.44,6399512.27,128,28,,3.39,-32.09
21569,nseo_11,4:04:11 PM,57851,409263.41,6399527.07,63.8,0.57,4.58,409255.44,6399512.27,128,28,,3.27,-33.23
21570,nseo_11,4:04:12 PM,57852,409263.82,6399527.62,64.1,-1.72,4.58,409255.44,6399512.27,128,28,,3.24,-33.23
21571,nseo_11,4:04:13 PM,57853,409264.13,6399527.98,63.9,0.57,3.44,409257.59,6399516.97,127.2,27,,3.3,-33.23
21572,nseo_11,4:04:14 PM,57854,409264.63,6399528.16,64.3,3.44,3.44,409257.59,6399516.97,128,28,,3.36,-33.8
21573,nseo_11,4:04:15 PM,57855,409265.52,6399528.14,65,4.01,4.58,409257.59,6399516.97,128,28,,3.36,-33.23
21574,nseo_11,4:04:16 PM,57856,409266.21,6399528.12,64.9,2.29,5.16,409262.43,6399513.59,126.5,28,,3.36,-33.23
21575,nseo_11,4:04:17 PM,57857,409266.92,6399528.48,63.5,-1.15,4.01,409262.43,6399513.59,128,29,,3.44,-33.23
21576,nseo_11,4:04:18 PM,57858,409267.43,6399529.02,61.7,-1.15,1.72,409262.43,6399513.59,128,30,,3.44,-33.8
21577,nseo_11,4:04:19 PM,57859,409267.83,6399529.2,61,1.72,0.57,409258.29,6399516.31,126.6,31,,3.53,-33.8
21578,nseo_11,4:04:20 PM,57860,409268.43,6399529.37,61.2,2.86,2.86,409258.29,6399516.31,128,31,,3.61,-32.09
21579,nseo_11,4:04:21 PM,57861,409269.22,6399529.35,61.4,1.72,6.88,409258.29,6399516.31,128,32,,3.61,-33.23
21580,nseo_11,4:04:22 PM,57862,409269.82,6399529.34,60.1,0.57,9.17,409258.29,6399516.31,128,36,,3.53,-32.09
21581,nseo_11,4:04:23 PM,57863,409270.02,6399529.71,58.1,0,5.16,409258.29,6399516.31,128,38,,3.36,-33.23
21582,nseo_11,4:04:24 PM,57864,409270.14,6399530.45,56.6,-0.57,1.15,409258.29,6399516.31,128,38,,3.39,-32.09
21583,nseo_11,4:04:25 PM,57865,409270.65,6399530.99,55.9,-1.15,1.15,409258.29,6399516.31,128,38,,3.47,-30.94
21584,nseo_11,4:04:26 PM,57866,409271.64,6399530.78,55.8,0,5.16,409258.29,6399516.31,128,37,,3.55,-33.23
21585,nseo_11,4:04:27 PM,57867,409272.62,6399530.58,55.6,1.72,8.02,409258.29,6399516.31,128,38,,3.61,-33.23
21586,nseo_11,4:04:28 PM,57868,409273.02,6399530.75,54.9,2.29,5.16,409258.29,6399516.31,128,38,,3.64,-33.23
21587,nseo_11,4:04:29 PM,57869,409273.04,6399531.31,53.3,0,1.72,409258.29,6399516.31,128,38,,3.64,-33.23
21588,nseo_11,4:04:30 PM,57870,409273.24,6399531.68,51.6,-1.72,1.72,409258.29,6399516.31,128,38,,3.61,-33.23
21589,nseo_11,4:04:31 PM,57871,409273.74,6399531.66,51.2,-1.72,4.01,409258.29,6399516.31,128,38,,3.5,-33.8
21590,nseo_11,4:04:32 PM,57872,409274.34,6399531.65,51.8,-0.57,6.3,409258.29,6399516.31,128,37,,3.44,-32.09
21591,nseo_11,4:04:33 PM,57873,409274.93,6399531.64,52,1.15,6.88,409258.29,6399516.31,128,37,,3.47,-32.09
21592,nseo_11,4:04:34 PM,57874,409275.33,6399531.81,51.3,1.72,4.58,409258.29,6399516.31,128,38,,3.5,-32.09
21593,nseo_11,4:04:35 PM,57875,409275.44,6399532.37,50.1,0,2.29,409258.29,6399516.31,128,38,,3.55,-33.23
21594,nseo_11,4:04:36 PM,57876,409275.75,6399532.73,49,-2.86,1.72,409258.29,6399516.31,128,39,,3.5,-34.95
21595,nseo_11,4:04:38 PM,57878,409276.16,6399533.09,49.3,-3.44,2.86,409262.61,6399522.77,128,40,,3.47,-33.8
21596,nseo_11,4:04:39 PM,57879,409276.56,6399533.46,49.8,-0.57,4.58,409262.61,6399522.77,128,41,,3.39,-33.23
21597,nseo_11,4:04:40 PM,57880,409276.96,6399533.63,50,2.86,5.73,409262.61,6399522.77,128,41,,3.27,-33.23
21598,nseo_11,4:04:41 PM,57881,409277.36,6399533.81,49.9,2.86,5.73,409267.81,6399525.62,128,41,,3.24,-33.23
21599,nseo_11,4:04:42 PM,57882,409277.57,6399534.36,49.2,0,4.58,409267.81,6399525.62,128,42,,3.27,-33.23
21600,nseo_11,4:04:43 PM,57883,409277.68,6399534.55,48.1,-1.72,3.44,409267.81,6399525.62,128,42,,3.27,-33.23
21601,nseo_11,4:04:44 PM,57884,409277.88,6399534.54,47.2,-1.15,2.86,409266.77,6399527.2,126,42,,3.33,-33.8
21602,nseo_11,4:04:45 PM,57885,409278.18,6399534.72,47.6,-0.57,2.86,409266.77,6399527.2,128,43,,3.47,-33.23
21603,nseo_11,4:04:46 PM,57886,409278.48,6399534.71,48.3,0.57,2.86,409266.77,6399527.2,128,43,,3.58,-33.23
21604,nseo_11,4:04:47 PM,57887,409278.58,6399535.08,48.8,0,4.01,409268.88,6399526.99,128,43,,3.5,-33.8
21605,nseo_11,4:04:48 PM,57888,409278.98,6399535.26,48.5,-2.29,6.3,409268.88,6399526.99,128,42,,3.55,-33.23
21606,nseo_11,4:04:49 PM,57889,409279.39,6399535.62,47.9,-1.15,6.3,409268.88,6399526.99,128,41,,3.61,-33.23
21607,nseo_11,4:04:50 PM,57890,409279.59,6399535.8,48.1,3.44,2.86,409268.88,6399526.99,128,41,,3.67,-32.09
21608,nseo_11,4:04:51 PM,57891,409279.89,6399535.98,48.5,2.29,2.86,409268.88,6399526.99,128,40,,3.67,-30.94
21609,nseo_11,4:04:52 PM,57892,409280.5,6399536.52,48.3,-2.86,4.58,409273.95,6399525.82,128,41,,3.55,-32.09
21610,nseo_11,4:04:53 PM,57893,409280.5,6399536.52,48.1,-1.15,2.86,409273.95,6399525.82,128,41,,3.47,-32.09
21611,nseo_11,4:04:54 PM,57894,409280.2,6399536.53,48.5,2.29,0.57,409273.95,6399525.82,128,41,,3.41,-33.23
21612,nseo_11,4:04:55 PM,57895,409280.32,6399537.08,48.9,-0.57,3.44,409272.58,6399529.47,128,41,,3.39,-32.09
21613,nseo_11,4:04:56 PM,57896,409280.82,6399537.26,49.5,-2.86,7.45,409272.58,6399529.47,128,41,,3.39,-32.09
21614,nseo_11,4:04:57 PM,57897,409281.22,6399537.44,50,0,8.02,409272.58,6399529.47,128,42,,3.47,-33.23
21615,nseo_11,4:04:58 PM,57898,409281.52,6399537.61,49.6,4.01,5.16,409274.91,6399538.45,128,42,,3.44,-32.09
21616,nseo_11,4:04:59 PM,57899,409281.83,6399538.35,49,2.86,1.72,409274.91,6399538.45,128,42,,3.36,-34.95
21617,nseo_11,4:05:00 PM,57900,409281.95,6399538.9,49,0,0,409274.91,6399538.45,128,42,,3.36,-33.8
21618,nseo_11,4:05:01 PM,57901,409282.25,6399539.08,49.7,-1.72,2.29,409274.91,6399538.45,128,42,,3.36,-33.8
21619,nseo_11,4:05:02 PM,57902,409282.64,6399538.89,50.5,-1.15,5.16,409274.91,6399538.45,128,43,,3.47,-32.09
21620,nseo_11,4:05:03 PM,57903,409283.04,6399539.07,51.1,0,6.88,409274.91,6399538.45,128,43,,3.41,-32.09
21621,nseo_11,4:05:04 PM,57904,409283.45,6399539.43,51.4,0,6.3,409274.91,6399538.45,128,44,,3.3,-33.23
21622,nseo_11,4:05:05 PM,57905,409283.86,6399539.97,51.2,0,4.01,409274.91,6399538.45,128,44,,3.22,-33.23
21623,nseo_11,4:05:06 PM,57906,409284.37,6399540.52,50.9,1.72,1.72,409274.91,6399538.45,128,45,,3.16,-32.09
21624,nseo_11,4:05:07 PM,57907,409284.57,6399540.89,50.8,1.15,0.57,409274.91,6399538.45,128,44,,3.22,-30.94
21625,nseo_11,4:05:08 PM,57908,409284.58,6399541.44,51.7,0,0.57,409274.91,6399538.45,128,43,,3.22,-30.94
21626,nseo_11,4:05:09 PM,57909,409284.69,6399541.63,53,1.15,3.44,409274.91,6399538.45,128,43,,3.22,-30.94
21627,nseo_11,4:05:10 PM,57910,409285.08,6399541.25,53.4,1.72,7.45,409278.86,6399535.38,128,44,,3.24,-29.79
21628,nseo_11,4:05:11 PM,57911,409285.58,6399541.42,53.3,-1.72,9.17,409278.86,6399535.38,128,44,,3.24,-32.09
21629,nseo_11,4:05:12 PM,57912,409285.9,6399542.34,53.6,-2.86,5.73,409278.86,6399535.38,128,44,,3.3,-33.23
21630,nseo_11,4:05:13 PM,57913,409286.12,6399543.45,53.1,0,-0.57,409282.94,6399544.57,128,44,,3.24,-33.23
21631,nseo_11,4:05:14 PM,57914,409286.83,6399544.18,52,2.86,-1.72,409282.94,6399544.57,128,45,,3.27,-33.23
21632,nseo_11,4:05:15 PM,57915,409287.83,6399544.34,51.9,3.44,3.44,409282.94,6399544.57,128,45,,3.3,-32.09
21633,nseo_11,4:05:16 PM,57916,409288.72,6399544.32,53.1,4.01,8.02,409283.51,6399535.74,128,46,,3.3,-32.09
21634,nseo_11,4:05:17 PM,57917,409289.02,6399544.31,53.9,2.29,8.02,409283.51,6399535.74,128,46,,3.05,-30.94
21635,nseo_11,4:05:18 PM,57918,409289.03,6399544.87,52.9,-2.29,4.58,409283.51,6399535.74,128,46,,2.88,-30.94
21636,nseo_11,4:05:19 PM,57919,409289.14,6399545.42,51.4,-2.86,1.15,409287.13,6399544.12,128,47,,3.19,-32.09
21637,nseo_11,4:05:20 PM,57920,409289.65,6399545.78,50.7,0,0.57,409287.13,6399544.12,128,47,,3.22,-32.09
21638,nseo_11,4:05:21 PM,57921,409290.25,6399546.14,51.5,2.86,2.29,409287.13,6399544.12,128,47,,3.22,-32.09
21639,nseo_11,4:05:22 PM,57922,409290.85,6399546.31,52.6,4.01,4.58,409287.13,6399544.12,128,47,,3.27,-33.23
21640,nseo_11,4:05:23 PM,57923,409291.26,6399546.68,53.3,2.29,6.3,409290.32,6399541.86,126.4,47,,3.22,-33.8
21641,nseo_11,4:05:24 PM,57924,409291.56,6399547.04,52.8,0.57,6.88,409290.32,6399541.86,128,47,,3.24,-33.8
21642,nseo_11,4:05:25 PM,57925,409291.76,6399547.22,51.9,-0.57,5.16,409290.32,6399541.86,128,47,,3.36,-33.23
21643,nseo_11,4:05:26 PM,57926,409291.98,6399547.77,51.7,-1.72,2.29,409290.32,6399541.86,128,48,,3.41,-33.23
21644,nseo_11,4:05:27 PM,57927,409292.49,6399548.5,52.4,0,1.15,409290.32,6399541.86,128,49,,3.33,-33.8
21645,nseo_11,4:05:28 PM,57928,409293.09,6399548.68,52.6,4.58,1.72,409287.82,6399544.08,126.8,49,,3.16,-33.23
21646,nseo_11,4:05:29 PM,57929,409293.69,6399548.85,52.8,4.01,5.16,409287.82,6399544.08,128,48,,3.16,-33.23
21647,nseo_11,4:05:30 PM,57930,409294.1,6399549.4,53.6,-1.15,7.45,409287.82,6399544.08,128,48,,3.22,-30.94
21648,nseo_11,4:05:31 PM,57931,409294.21,6399549.95,53.9,-0.57,5.73,409287.82,6399544.08,128,48,,3.24,-29.79
21649,nseo_11,4:05:32 PM,57932,409294.21,6399549.95,53.5,4.58,2.86,409287.82,6399544.08,128,48,,3.19,-30.94
21650,nseo_11,4:05:33 PM,57933,409294.61,6399550.13,53.5,3.44,2.86,409293.8,6399543.96,128,48,,3.22,-32.09
21651,nseo_11,4:05:34 PM,57934,409295.02,6399550.67,53.9,-1.15,4.58,409293.8,6399543.96,128,48,,3.22,-32.09
21652,nseo_11,4:05:35 PM,57935,409295.42,6399550.85,54.2,-0.57,5.16,409293.8,6399543.96,128,48,,3.27,-33.23
21653,nseo_11,4:05:36 PM,57936,409295.92,6399551.03,54.3,1.72,4.58,409293.8,6399543.96,128,49,,3.24,-34.95
21654,nseo_11,4:05:37 PM,57937,409296.43,6399551.39,53.9,2.29,3.44,409293.8,6399543.96,128,49,,3.16,-34.95
21655,nseo_11,4:05:38 PM,57938,409296.74,6399552.12,53.8,2.29,2.86,409295.2,6399547.15,126.8,49,,3.13,-34.95
21656,nseo_11,4:05:39 PM,57939,409297.15,6399552.67,54,1.72,2.86,409295.2,6399547.15,128,48,,3.16,-33.8
21657,nseo_11,4:05:40 PM,57940,409297.46,6399553.03,54.4,0.57,4.58,409295.2,6399547.15,128,48,,3.22,-33.23
21658,nseo_11,4:05:41 PM,57941,409297.95,6399553.02,54.7,1.15,6.3,409295.36,6399548.63,128,49,,3.22,-30.94
21659,nseo_11,4:05:42 PM,57942,409298.56,6399553.38,54.7,1.72,6.88,409295.36,6399548.63,128,49,,3.19,-32.09
21660,nseo_11,4:05:43 PM,57943,409298.97,6399553.93,55.1,1.72,4.58,409295.36,6399548.63,128,48,,3.16,-32.09
21661,nseo_11,4:05:44 PM,57944,409299.37,6399554.47,55,0.57,2.86,409278.83,6399529.82,128,48,,3.13,-32.09
21662,nseo_11,4:05:45 PM,57945,409299.88,6399554.83,54,1.72,1.72,409278.83,6399529.82,128,48,,3.3,-32.09
21663,nseo_11,4:05:46 PM,57946,409300.38,6399555.01,54.1,2.86,2.86,409278.83,6399529.82,128,48,,3.3,-30.94
21664,nseo_11,4:05:47 PM,57947,409300.98,6399555.37,55,0.57,4.01,409278.83,6399529.82,128,48,,3.3,-30.94
21665,nseo_11,4:05:48 PM,57948,409301.29,6399555.73,54.8,0.57,4.01,409278.83,6399529.82,128,48,,3.3,-33.8
21666,nseo_11,4:05:49 PM,57949,409301.5,6399556.1,54.3,2.29,3.44,409278.83,6399529.82,128,49,,3.39,-33.8
21667,nseo_11,4:05:51 PM,57951,409302,6399556.46,53.7,2.86,4.01,409278.83,6399529.82,128,49,,3.47,-32.09
21668,nseo_11,4:05:52 PM,57952,409302.41,6399556.82,53.9,1.15,5.16,409278.83,6399529.82,128,49,,3.53,-32.09
21669,nseo_11,4:05:53 PM,57953,409302.71,6399557.18,54.7,0,4.58,409278.83,6399529.82,128,50,,3.5,-30.94
21670,nseo_11,4:05:54 PM,57954,409303.01,6399557.36,54.2,1.15,4.58,409278.83,6399529.82,128,50,,3.36,-33.23
21671,nseo_11,4:05:55 PM,57955,409303.62,6399557.72,53.6,1.15,4.58,409278.83,6399529.82,128,51,,3.3,-33.23
21672,nseo_11,4:05:56 PM,57956,409304.42,6399558.07,53.4,-0.57,5.73,409278.83,6399529.82,128,51,,3.19,-33.8
21673,nseo_11,4:05:57 PM,57957,409305.12,6399558.43,52.9,0.57,4.58,409302.97,6399555.89,127.3,51,,3.19,-33.8
21674,nseo_11,4:05:58 PM,57958,409305.43,6399558.79,52.8,2.29,2.29,409302.97,6399555.89,128,51,,3.24,-33.23
21675,nseo_11,4:05:59 PM,57959,409306.04,6399559.52,53.3,0.57,2.29,409302.97,6399555.89,128,51,,3.1,-33.23
21676,nseo_11,4:06:00 PM,57960,409306.65,6399560.07,53.5,0.57,3.44,409302.95,6399553.83,128,50,,3.02,-30.94
21677,nseo_11,4:06:01 PM,57961,409307.04,6399559.87,53.5,4.58,4.01,409302.95,6399553.83,128,50,,3.02,-30.94
21678,nseo_11,4:06:02 PM,57962,409307.24,6399559.87,53.7,3.44,5.16,409302.95,6399553.83,128,51,,3.02,-30.94
21679,nseo_11,4:06:03 PM,57963,409307.25,6399560.24,53.7,-0.57,4.58,409306.53,6399553.62,125.5,50,,3.07,-30.94
21680,nseo_11,4:06:04 PM,57964,409307.06,6399560.61,53.1,-2.29,3.44,409306.53,6399553.62,128,51,,3.05,-32.09
21681,nseo_11,4:06:05 PM,57965,409307.27,6399560.98,53.1,-2.86,3.44,409306.53,6399553.62,128,51,,3.13,-30.94
21682,nseo_11,4:06:06 PM,57966,409307.87,6399561.52,53.9,-0.57,4.58,409304.07,6399558.68,127.7,51,,3.16,-33.23
21683,nseo_11,4:06:07 PM,57967,409308.67,6399561.69,54.4,4.58,5.16,409304.07,6399558.68,128,51,,3.16,-33.23
21684,nseo_11,4:06:08 PM,57968,409309.47,6399561.86,54.5,5.16,5.73,409304.07,6399558.68,128,50,,3.22,-32.09
21685,nseo_11,4:06:09 PM,57969,409310.07,6399562.22,53.8,2.29,4.01,409304.07,6399558.68,128,50,,3.24,-32.09
21686,nseo_11,4:06:10 PM,57970,409310.28,6399562.77,52.7,-0.57,1.72,409304.07,6399558.68,128,50,,3.27,-32.09
21687,nseo_11,4:06:11 PM,57971,409310.59,6399562.95,51.6,-1.72,1.72,409306.24,6399555.88,128,50,,3.27,-30.94
21688,nseo_11,4:06:12 PM,57972,409311.29,6399563.12,51.1,-1.15,3.44,409306.24,6399555.88,128,50,,3.19,-32.09
21689,nseo_11,4:06:13 PM,57973,409311.99,6399563.47,51.7,1.15,5.16,409306.24,6399555.88,128,51,,3.22,-30.94
21690,nseo_11,4:06:14 PM,57974,409312.49,6399563.83,52.2,4.58,5.73,409310.73,6399559.19,126.5,51,,3.22,-30.94
21691,nseo_11,4:06:15 PM,57975,409312.7,6399564.2,51.3,4.01,5.16,409310.73,6399559.19,128,52,,3.16,-32.09
21692,nseo_11,4:06:16 PM,57976,409312.91,6399564.57,49.6,0.57,4.58,409310.73,6399559.19,128,52,,3.07,-32.09
21693,nseo_11,4:06:17 PM,57977,409313.11,6399564.56,48.5,-1.72,4.01,409309.98,6399558.27,126.5,52,,3.07,-30.94
21694,nseo_11,4:06:18 PM,57978,409313.51,6399564.74,48.1,-1.72,4.01,409309.98,6399558.27,128,51,,3.16,-30.94
21695,nseo_11,4:06:19 PM,57979,409314.11,6399565.09,48,-1.72,4.58,409309.98,6399558.27,128,50,,3.13,-32.09
21696,nseo_11,4:06:20 PM,57980,409314.72,6399565.64,47.8,0.57,4.58,409309.85,6399561.64,127.1,50,,3.16,-32.09
21697,nseo_11,4:06:21 PM,57981,409315.12,6399566,47.7,3.44,2.86,409309.85,6399561.64,128,50,,3.24,-30.94
21698,nseo_11,4:06:22 PM,57982,409315.74,6399566.73,47.9,1.72,4.58,409309.85,6399561.64,128,50,,2.96,-32.09
21699,nseo_11,4:06:23 PM,57983,409316.63,6399566.89,47.1,-0.57,6.88,409313.69,6399560.03,128,50,,3.19,-33.23
21700,nseo_11,4:06:24 PM,57984,409317.03,6399566.89,45.8,1.72,4.58,409313.69,6399560.03,128,51,,3.22,-33.23
21701,nseo_11,4:06:25 PM,57985,409317.04,6399567.26,45.1,2.29,1.15,409313.69,6399560.03,128,50,,3.19,-33.23
21702,nseo_11,4:06:26 PM,57986,409316.95,6399567.82,44.5,-1.15,0,409313.69,6399560.03,128,50,,3.19,-33.23
21703,nseo_11,4:06:27 PM,57987,409316.95,6399567.82,44.5,-1.72,2.29,409313.69,6399560.03,128,50,,3.13,-33.23
21704,nseo_11,4:06:28 PM,57988,409317.25,6399567.81,45.1,-0.57,6.3,409310.05,6399558.83,125.5,51,,3.13,-33.8
21705,nseo_11,4:06:29 PM,57989,409317.75,6399567.98,45.7,-0.57,9.74,409310.05,6399558.83,128,51,,2.99,-33.8
21706,nseo_11,4:06:30 PM,57990,409318.06,6399568.35,45.8,1.15,8.02,409310.05,6399558.83,128,51,,2.88,-33.23
21707,nseo_11,4:06:31 PM,57991,409318.26,6399568.71,45.4,2.86,4.01,409310.05,6399558.83,128,51,,2.76,-33.8
21708,nseo_11,4:06:32 PM,57992,409318.67,6399569.26,44,-0.57,1.72,409318.29,6399560.09,126.8,51,,2.74,-33.8
21709,nseo_11,4:06:33 PM,57993,409319.28,6399569.99,43.1,-3.44,2.29,409318.29,6399560.09,128,51,,2.79,-32.09
21710,nseo_11,4:06:34 PM,57994,409319.78,6399569.98,43.7,1.15,1.72,409318.29,6399560.09,128,51,,2.74,-30.94
21711,nseo_11,4:06:35 PM,57995,409320.08,6399569.97,44.5,4.01,2.86,409318.29,6399560.09,128,51,,2.71,-30.94
21712,nseo_11,4:06:36 PM,57996,409320.39,6399570.52,45.1,-0.57,5.73,409318.29,6399560.09,128,50,,2.76,-30.94
21713,nseo_11,4:06:37 PM,57997,409320.4,6399570.89,45.4,-1.15,5.73,409318.29,6399560.09,128,51,,2.74,-29.79
21714,nseo_11,4:06:38 PM,57998,409320,6399570.9,46,3.44,2.29,409318.29,6399560.09,128,51,,2.76,-30.94
21715,nseo_11,4:06:39 PM,57999,409320,6399571.09,46.3,1.72,4.01,409318.29,6399560.09,128,51,,2.76,-30.94
21716,nseo_11,4:06:40 PM,58000,409320.71,6399571.44,46,-5.16,8.59,409318.29,6399560.09,128,51,,2.79,-32.09
21717,nseo_11,4:06:41 PM,58001,409321.11,6399571.81,45.7,-2.86,6.88,409318.29,6399560.09,128,52,,2.85,-32.09
21718,nseo_11,4:06:42 PM,58002,409321.22,6399572.17,46.3,4.01,1.72,409318.29,6399560.09,128,52,,2.85,-30.94
21719,nseo_11,4:06:43 PM,58003,409321.63,6399572.91,46.2,4.01,1.15,409318.29,6399560.09,128,52,,2.9,-30.94
21720,nseo_11,4:06:44 PM,58004,409322.34,6399573.26,45.7,0.57,3.44,409318.29,6399560.09,128,53,,2.88,-30.94
21721,nseo_11,4:06:45 PM,58005,409322.63,6399573.26,46.5,1.15,4.58,409318.29,6399560.09,128,52,,2.76,-32.09
21722,nseo_11,4:06:46 PM,58006,409322.54,6399573.26,47.4,1.15,4.01,409318.29,6399560.09,128,51,,2.93,-32.09
21723,nseo_11,4:06:47 PM,58007,409322.34,6399573.45,47.7,0,3.44,409318.29,6399560.09,128,51,,2.99,-32.09
21724,nseo_11,4:06:48 PM,58008,409322.35,6399573.63,48.2,-0.57,4.01,409318.29,6399560.09,128,51,,3.02,-32.09
21725,nseo_11,4:06:49 PM,58009,409322.75,6399573.81,48.6,-1.15,6.3,409323.08,6399567.73,126.4,50,,2.99,-33.23
21726,nseo_11,4:06:50 PM,58010,409323.25,6399573.98,48.8,0,6.3,409323.08,6399567.73,128,50,,2.99,-32.09
21727,nseo_11,4:06:51 PM,58011,409323.36,6399574.54,49.3,3.44,2.86,409323.08,6399567.73,128,50,,2.99,-32.09
21728,nseo_11,4:06:52 PM,58012,409323.47,6399575.28,49.3,2.86,1.15,409327.02,6399564.61,126.5,50,,2.99,-32.09
21729,nseo_11,4:06:53 PM,58013,409324.08,6399575.82,49.2,-0.57,3.44,409327.02,6399564.61,128,51,,2.96,-32.09
21730,nseo_11,4:06:54 PM,58014,409324.58,6399575.81,49.5,0.57,5.73,409327.02,6399564.61,128,51,,2.96,-32.09
21731,nseo_11,4:06:55 PM,58015,409324.98,6399575.99,50.5,2.86,5.16,409328.44,6399569.84,126.9,51,,2.85,-33.23
21732,nseo_11,4:06:56 PM,58016,409325.09,6399576.36,50.9,3.44,4.01,409328.44,6399569.84,128,51,,2.79,-33.8
21733,nseo_11,4:06:57 PM,58017,409325.39,6399576.53,50.1,1.72,3.44,409328.44,6399569.84,128,51,,2.82,-33.23
21734,nseo_11,4:06:58 PM,58018,409325.59,6399576.72,49.8,-1.15,3.44,409328.22,6399569.13,126.1,51,,2.85,-33.8
21735,nseo_11,4:06:59 PM,58019,409325.7,6399576.9,50.4,0.57,2.86,409328.22,6399569.13,128,51,,2.9,-32.09
21736,nseo_11,4:07:00 PM,58020,409325.89,6399576.71,50.7,3.44,3.44,409328.22,6399569.13,128,51,,3.02,-32.09
21737,nseo_11,4:07:01 PM,58021,409326.19,6399576.89,51.3,0.57,4.58,409328.22,6399569.13,128,51,,3.05,-32.09
21738,nseo_11,4:07:03 PM,58023,409326.5,6399577.44,51.9,-2.29,5.73,409328.22,6399569.13,128,50,,3.07,-33.23
21739,nseo_11,4:07:04 PM,58024,409326.91,6399577.99,52.5,-1.15,5.16,409329.67,6399574.68,128,50,,3.13,-33.23
21740,nseo_11,4:07:05 PM,58025,409327.32,6399578.53,53,2.86,2.86,409329.67,6399574.68,128,50,,3.16,-32.09
21741,nseo_11,4:07:06 PM,58026,409327.54,6399579.27,52.8,4.58,1.72,409329.67,6399574.68,128,50,,3.16,-32.09
21742,nseo_11,4:07:07 PM,58027,409327.84,6399579.64,52.7,4.58,2.29,409329.67,6399574.68,128,51,,3.3,-32.09
21743,nseo_11,4:07:08 PM,58028,409328.24,6399579.81,53.3,2.29,5.73,409329.67,6399574.68,128,51,,3.39,-30.94
21744,nseo_11,4:07:09 PM,58029,409328.64,6399579.62,53.8,-0.57,7.45,409334.18,6399571.85,125.8,51,,3.41,-33.23
21745,nseo_11,4:07:10 PM,58030,409328.54,6399579.62,53.9,1.15,4.58,409334.18,6399571.85,128,51,,3.44,-33.23
21746,nseo_11,4:07:11 PM,58031,409328.44,6399579.81,53.6,3.44,1.72,409334.18,6399571.85,128,51,,3.44,-33.23
21747,nseo_11,4:07:12 PM,58032,409328.74,6399579.99,53.6,1.15,1.72,409334.18,6399571.85,128,50,,3.44,-33.23
21748,nseo_11,4:07:13 PM,58033,409329.25,6399580.35,54.1,-2.86,4.58,409334.18,6399571.85,128,50,,3.44,-33.23
21749,nseo_11,4:07:14 PM,58034,409329.76,6399580.89,55,-2.29,4.58,409332.8,6399575.63,128,50,,3.55,-32.09
21750,nseo_11,4:07:15 PM,58035,409330.16,6399581.25,55.3,4.01,3.44,409332.8,6399575.63,128,51,,3.47,-32.09
21751,nseo_11,4:07:16 PM,58036,409330.86,6399581.42,54.6,6.88,4.58,409332.8,6399575.63,128,50,,3.41,-32.09
21752,nseo_11,4:07:17 PM,58037,409331.56,6399581.59,53.6,4.01,6.3,409332.8,6399575.63,128,49,,3.36,-33.23
21753,nseo_11,4:07:18 PM,58038,409331.87,6399582.14,52.7,0,5.16,409332.8,6399575.63,128,50,,3.33,-32.09
21754,nseo_11,4:07:19 PM,58039,409331.68,6399582.33,52,-1.15,2.29,409338.18,6399575.66,126.3,50,,3.33,-32.09
21755,nseo_11,4:07:20 PM,58040,409331.78,6399582.7,51.1,-1.15,1.72,409338.18,6399575.66,128,50,,3.27,-32.09
21756,nseo_11,4:07:21 PM,58041,409332.19,6399583.06,51.4,0,3.44,409338.18,6399575.66,128,50,,3.24,-32.09
21757,nseo_11,4:07:22 PM,58042,409332.79,6399583.24,52.6,2.29,6.3,409336.13,6399576.66,126.5,51,,3.13,-32.09
21758,nseo_11,4:07:23 PM,58043,409333.59,6399583.4,52.8,4.58,8.59,409336.13,6399576.66,128,50,,2.96,-33.23
21759,nseo_11,4:07:24 PM,58044,409334.19,6399583.58,52.4,3.44,6.88,409336.13,6399576.66,128,51,,2.93,-32.09
21760,nseo_11,4:07:25 PM,58045,409334.4,6399584.31,51.1,1.15,2.29,409344.22,6399576.68,128,51,,2.96,-30.94
21761,nseo_11,4:07:26 PM,58046,409334.5,6399584.5,49.2,0,0,409344.22,6399576.68,128,50,,2.99,-30.94
21762,nseo_11,4:07:27 PM,58047,409334.9,6399584.49,48.1,-1.15,1.72,409344.22,6399576.68,128,50,,3.07,-32.09
21763,nseo_11,4:07:28 PM,58048,409335.6,6399584.47,48.3,-1.72,5.73,409337.29,6399574.82,128,50,,3.13,-30.94
21764,nseo_11,4:07:29 PM,58049,409336.1,6399584.83,49.3,-0.57,8.02,409337.29,6399574.82,128,49,,3.19,-32.09
